Unnamed: 0,0,fruta,percent,label_encoded
19195,Guava/guava total final/Guava03648.png,Guava,27.92164533458066,3
6767,Apple/Total Number of Apples/Apple 03188.png,Apple,15.855196949724313,0
12698,Banana/Banana02819.png,Banana,4.2905132457371264,1
24038,Guava/Guava total/Guava。748 resized.png,Guava,27.92164533458066,3
47024,Mango/Mango001464.png,Mango,5.887939221272555,5
53786,Peach/Peach00201.png,Peach,3.726382333347507,7
20835,Guava/guava B/Guava479.png,Guava,27.92164533458066,3
37823,Kiwi/kiwi A/Kiwi A001756.png,Kiwi,11.998412495924937,4
9444,Apple/Total Number of Apples/Apple 0366.png,Apple,15.855196949724313,0
44510,Mango/Mango003409.png,Mango,5.887939221272555,5
60991,Persimmon/Persimmon1562.png,Persimmon,2.9368825388725885,9
48515,Mango/Mango003996.png,Mango,5.887939221272555,5
4705,Apple/Apple F/Apple F253.png,Apple,15.855196949724313,0
21997,Guava/Guava total/Guava。825 resized.jpg,Guava,27.92164533458066,3
39840,Kiwi/Total Number of Kiwi fruit/Kiwi00643.png,Kiwi,11.998412495924937,4
55298,Peach/Peach00693.png,Peach,3.726382333347507,7
26511,Guava/Guava total/Guava。422 resized.jpg,Guava,27.92164533458066,3
58274,Pear/Pear 821.png,Pear,4.26925203044606,8
50441,muskmelon/Muskmelon 001034.png,muskmelon,2.945387024989015,14
41809,Kiwi/Total Number of Kiwi fruit/Kiwi001902.png,Kiwi,11.998412495924937,4
25336,Guava/Guava total/Guava。1361 resized.png,Guava,27.92164533458066,3
65190,Plum/Plum。1639.png,Plum,3.257218182591317,11
61737,Pitaya/Pitaya001140.png,Pitaya,3.544953296197077,10
67700,Pomegranate/Pomegranet001262.png,Pomegranate,3.0715369023826735,12
51428,Orange/Orange002835.png,Orange,4.26925203044606,6
23999,Guava/Guava total/Guava。1805.png,Guava,27.92164533458066,3
42266,Kiwi/Total Number of Kiwi fruit/Kiwi002835.png,Kiwi,11.998412495924937,4
23095,Guava/Guava total/Guava。1632 resized resized.png,Guava,27.92164533458066,3
59450,Persimmon/Persimmon1184.png,Persimmon,2.9368825388725885,9
66042,Plum/Plum。400.png,Plum,3.257218182591317,11
58900,Pear/pear_0_4269.png,Pear,4.26925203044606,8
27294,Guava/Guava total/Guava。961.png,Guava,27.92164533458066,3
3787,Apple/Apple A/Apple 297.png,Apple,15.855196949724313,0
32145,Guava/Guava total/Guava。1229.png,Guava,27.92164533458066,3
65165,Plum/Plum。1413.png,Plum,3.257218182591317,11
51350,Orange/Orange001285.png,Orange,4.26925203044606,6
58302,Pear/Pear 1375.png,Pear,4.26925203044606,8
16423,Guava/guava total final/Guava03154.png,Guava,27.92164533458066,3
31161,Guava/Guava total/Guava。1887.png,Guava,27.92164533458066,3
58573,Pear/Pear 1203.png,Pear,4.26925203044606,8
58409,Pear/Pear 1412.png,Pear,4.26925203044606,8
57165,Pear/Pear 437.png,Pear,4.26925203044606,8
29227,Guava/Guava total/Guava。2155 resized.png,Guava,27.92164533458066,3
63196,Pitaya/Pitaya002008.png,Pitaya,3.544953296197077,10
63959,Plum/Plum。1445.png,Plum,3.257218182591317,11
32912,Guava/Guava total/Guava。1549 resized.jpg,Guava,27.92164533458066,3
58845,Pear/Pear 2140.png,Pear,4.26925203044606,8
60098,Persimmon/Persimmon910.png,Persimmon,2.9368825388725885,9
69254,Tomatoes/Tamotoes00567.png,Tomatoes,3.077206559793624,13
5909,Apple/Apple F/scene01201.png,Apple,15.855196949724313,0
926,Apple/Apple B/scene05801.png,Apple,15.855196949724313,0
30044,Guava/Guava total/Guava。1564 resized.png,Guava,27.92164533458066,3
51114,Orange/Orange001331.png,Orange,4.26925203044606,6
68517,Tomatoes/Tamotoes00448.png,Tomatoes,3.077206559793624,13
66988,Pomegranate/Pomegranet00843.png,Pomegranate,3.0715369023826735,12
57988,Pear/pear_0_3765.png,Pear,4.26925203044606,8
1462,Apple/Apple C/scene00461.png,Apple,15.855196949724313,0
48102,Mango/Mango003172.png,Mango,5.887939221272555,5
51721,Orange/Orange001586.png,Orange,4.26925203044606,6
28659,Guava/Guava total/Guava。1438 resized.jpg,Guava,27.92164533458066,3
61967,Pitaya/Pitaya00495.png,Pitaya,3.544953296197077,10
61882,Pitaya/Pitaya001192.png,Pitaya,3.544953296197077,10
37878,Kiwi/kiwi A/Kiwi A00731.png,Kiwi,11.998412495924937,4
36617,Kiwi/kiwi A/Kiwi A00957.png,Kiwi,11.998412495924937,4
50761,Orange/Orange002951.png,Orange,4.26925203044606,6
68845,Tomatoes/Tamotoes00248.png,Tomatoes,3.077206559793624,13
29430,Guava/Guava total/1Guava。2781 resized.png,Guava,27.92164533458066,3
43857,Kiwi/Kiwi B/Kiwi B00335.png,Kiwi,11.998412495924937,4
26645,Guava/Guava total/Guava。2236 resized resized.png,Guava,27.92164533458066,3
13305,Banana/Banana0431.png,Banana,4.2905132457371264,1
15881,Carambola/Carambola 001011.png,Carambola,2.9482218536944904,2
44763,Mango/Mango00152.png,Mango,5.887939221272555,5
17611,Guava/guava total final/Guava03257.png,Guava,27.92164533458066,3
69560,Tomatoes/Tamotoes00622.png,Tomatoes,3.077206559793624,13
45648,Mango/Mango004073.png,Mango,5.887939221272555,5
36292,Kiwi/kiwi A/Kiwi A00884.png,Kiwi,11.998412495924937,4
57406,Pear/Pear 965.png,Pear,4.26925203044606,8
65874,Plum/Plum。835.png,Plum,3.257218182591317,11
40005,Kiwi/Total Number of Kiwi fruit/Kiwi00326.png,Kiwi,11.998412495924937,4
39863,Kiwi/Total Number of Kiwi fruit/Kiwi001398.png,Kiwi,11.998412495924937,4
37017,Kiwi/kiwi A/Kiwi A00577.png,Kiwi,11.998412495924937,4
68833,Tomatoes/Tamotoes001023.png,Tomatoes,3.077206559793624,13
61936,Pitaya/Pitaya00720.png,Pitaya,3.544953296197077,10
10806,Apple/Total Number of Apples/Apple 03594.png,Apple,15.855196949724313,0
4369,Apple/Apple F/scene02261.png,Apple,15.855196949724313,0
65752,Plum/Plum。837.png,Plum,3.257218182591317,11
15156,Carambola/Carambola 001445.png,Carambola,2.9482218536944904,2
57730,Pear/Pear 1633.png,Pear,4.26925203044606,8
18586,Guava/guava total final/Guava03048.png,Guava,27.92164533458066,3
62982,Pitaya/Pitaya001300.png,Pitaya,3.544953296197077,10
24475,Guava/Guava total/Guava。428 resized.jpg,Guava,27.92164533458066,3
498,Apple/Apple E/Apple E0243.png,Apple,15.855196949724313,0
33945,Guava/Guava total/Guava。699.png,Guava,27.92164533458066,3
43403,Kiwi/Kiwi B/Kiwi B0075.png,Kiwi,11.998412495924937,4
36544,Kiwi/kiwi A/Kiwi A002034.png,Kiwi,11.998412495924937,4
35597,Guava/guava A/ene14281.png,Guava,27.92164533458066,3
62325,Pitaya/Pitaya001725.png,Pitaya,3.544953296197077,10
22653,Guava/Guava total/Guava。492 resized.png,Guava,27.92164533458066,3
29123,Guava/Guava total/Guava。2231.png,Guava,27.92164533458066,3
34583,Guava/guava A/ene10711.png,Guava,27.92164533458066,3
28563,Guava/Guava total/Guava。1872 resized.png,Guava,27.92164533458066,3
7326,Apple/Total Number of Apples/Apple 01570.png,Apple,15.855196949724313,0
37245,Kiwi/kiwi A/Kiwi A001084.png,Kiwi,11.998412495924937,4
29645,Guava/Guava total/Guava。419 resized resized.png,Guava,27.92164533458066,3
44868,Mango/Mango00755.png,Mango,5.887939221272555,5
51081,Orange/Orange002406.png,Orange,4.26925203044606,6
26375,Guava/Guava total/Guava。623.png,Guava,27.92164533458066,3
26489,Guava/Guava total/Guava。1001 resized.jpg,Guava,27.92164533458066,3
44134,Kiwi/Kiwi B/Kiwi B00706.png,Kiwi,11.998412495924937,4
2911,Apple/Apple D/Apple dee09481.png,Apple,15.855196949724313,0
11984,Banana/Banana02019.png,Banana,4.2905132457371264,1
3540,Apple/Apple A/Apple 619.png,Apple,15.855196949724313,0
42324,Kiwi/Total Number of Kiwi fruit/Kiwi001509.png,Kiwi,11.998412495924937,4
23782,Guava/Guava total/1Guava。2694 resized resized.png,Guava,27.92164533458066,3
56425,Pear/pear_0_9746.png,Pear,4.26925203044606,8
39336,Kiwi/Total Number of Kiwi fruit/Kiwi00902.png,Kiwi,11.998412495924937,4
20192,Guava/guava total final/Guava01015.png,Guava,27.92164533458066,3
59948,Persimmon/Persimmon1680.png,Persimmon,2.9368825388725885,9
30803,Guava/Guava total/1Guava。2532 resized resized.png,Guava,27.92164533458066,3
66077,Plum/Plum。1930.png,Plum,3.257218182591317,11
28668,Guava/Guava total/Guava。2296 resized.png,Guava,27.92164533458066,3
30211,Guava/Guava total/Guava。569 resized.jpg,Guava,27.92164533458066,3
4617,Apple/Apple F/Apple F _0_5836.png,Apple,15.855196949724313,0
66232,Pomegranate/Pomegranet00598.png,Pomegranate,3.0715369023826735,12
7852,Apple/Total Number of Apples/Apple 0381.png,Apple,15.855196949724313,0
11186,Banana/Banana0700.png,Banana,4.2905132457371264,1
59631,Persimmon/Persimmon355.png,Persimmon,2.9368825388725885,9
1026,Apple/Apple B/11red applee04901.png,Apple,15.855196949724313,0
7272,Apple/Total Number of Apples/Apple 01809.png,Apple,15.855196949724313,0
38851,Kiwi/Total Number of Kiwi fruit/Kiwi001847.png,Kiwi,11.998412495924937,4
67645,Pomegranate/Pomegranet00456.png,Pomegranate,3.0715369023826735,12
14292,Carambola/Carambola 00555.png,Carambola,2.9482218536944904,2
32737,Guava/Guava total/1Guava。2674 resized.jpg,Guava,27.92164533458066,3
64490,Plum/Plum。581.png,Plum,3.257218182591317,11
5657,Apple/Apple F/scene04481.png,Apple,15.855196949724313,0
39147,Kiwi/Total Number of Kiwi fruit/Kiwi001110.png,Kiwi,11.998412495924937,4
68860,Tomatoes/Tamotoes001744.png,Tomatoes,3.077206559793624,13
61486,Pitaya/Pitaya001793.png,Pitaya,3.544953296197077,10
68101,Pomegranate/Pomegranet002092.png,Pomegranate,3.0715369023826735,12
52515,Orange/Orange002534.png,Orange,4.26925203044606,6
55909,Peach/Peach001008.png,Peach,3.726382333347507,7
44438,Kiwi/Kiwi B/Kiwi B00638.png,Kiwi,11.998412495924937,4
10033,Apple/Total Number of Apples/Apple 0129.png,Apple,15.855196949724313,0
42031,Kiwi/Total Number of Kiwi fruit/Kiwi002956.png,Kiwi,11.998412495924937,4
18799,Guava/guava total final/Guava02431.png,Guava,27.92164533458066,3
34517,Guava/guava A/scene03021.png,Guava,27.92164533458066,3
56674,Pear/pear_0_3719.png,Pear,4.26925203044606,8
46767,Mango/Mango003264.png,Mango,5.887939221272555,5
60073,Persimmon/Persimmon1126.png,Persimmon,2.9368825388725885,9
61925,Pitaya/Pitaya00278.png,Pitaya,3.544953296197077,10
56199,Peach/Peach00146.png,Peach,3.726382333347507,7
35084,Guava/guava A/scene00001.png,Guava,27.92164533458066,3
15879,Carambola/Carambola 001763.png,Carambola,2.9482218536944904,2
11286,Banana/Banana02279.png,Banana,4.2905132457371264,1
70195,Tomatoes/Tamotoes001986.png,Tomatoes,3.077206559793624,13
69811,Tomatoes/Tamotoes00234.png,Tomatoes,3.077206559793624,13
8297,Apple/Total Number of Apples/Apple 03313.png,Apple,15.855196949724313,0
29805,Guava/Guava total/Guava。39.png,Guava,27.92164533458066,3
10078,Apple/Total Number of Apples/Apple 01810.png,Apple,15.855196949724313,0
23601,Guava/Guava total/Guava。1359 resized.jpg,Guava,27.92164533458066,3
44520,Mango/Mango0057.png,Mango,5.887939221272555,5
40801,Kiwi/Total Number of Kiwi fruit/Kiwi001034.png,Kiwi,11.998412495924937,4
15144,Carambola/Carambola 00915.png,Carambola,2.9482218536944904,2
35365,Guava/guava A/scene06681.png,Guava,27.92164533458066,3
59092,Pear/Pear 248.png,Pear,4.26925203044606,8
19559,Guava/guava total final/Guava0871.png,Guava,27.92164533458066,3
58447,Pear/Pear 34.png,Pear,4.26925203044606,8
37731,Kiwi/kiwi A/Kiwi A001218.png,Kiwi,11.998412495924937,4
32749,Guava/Guava total/Guava。2243 resized resized.png,Guava,27.92164533458066,3
50702,Orange/Orange001109.png,Orange,4.26925203044606,6
9369,Apple/Total Number of Apples/Apple 02950.png,Apple,15.855196949724313,0
9163,Apple/Total Number of Apples/Apple 01124.png,Apple,15.855196949724313,0
25813,Guava/Guava total/1Guava。3115 resized.png,Guava,27.92164533458066,3
28851,Guava/Guava total/1Guava。3085.png,Guava,27.92164533458066,3
66711,Pomegranate/Pomegranet00173.png,Pomegranate,3.0715369023826735,12
53083,Orange/Orange002781.png,Orange,4.26925203044606,6
66312,Pomegranate/Pomegranet0082.png,Pomegranate,3.0715369023826735,12
63682,Pitaya/Pitaya00306.png,Pitaya,3.544953296197077,10
37171,Kiwi/kiwi A/Kiwi A00590.png,Kiwi,11.998412495924937,4
10400,Apple/Total Number of Apples/Apple 02315.png,Apple,15.855196949724313,0
37941,Kiwi/kiwi A/Kiwi A001394.png,Kiwi,11.998412495924937,4
19589,Guava/guava total final/Guava03981.png,Guava,27.92164533458066,3
17592,Guava/guava total final/Guava01483.png,Guava,27.92164533458066,3
636,Apple/Apple E/Apple E251.png,Apple,15.855196949724313,0
20847,Guava/guava B/Guava484.png,Guava,27.92164533458066,3
26720,Guava/Guava total/1Guava。2749 resized.jpg,Guava,27.92164533458066,3
4400,Apple/Apple F/scene02701.png,Apple,15.855196949724313,0
23489,Guava/Guava total/Guava。2182 resized.jpg,Guava,27.92164533458066,3
45876,Mango/Mango002617.png,Mango,5.887939221272555,5
6281,Apple/Total Number of Apples/Apple 03954.png,Apple,15.855196949724313,0
54822,Peach/Peach001676.png,Peach,3.726382333347507,7
37101,Kiwi/kiwi A/Kiwi A00355.png,Kiwi,11.998412495924937,4
20183,Guava/guava total final/Guava01997.png,Guava,27.92164533458066,3
62778,Pitaya/Pitaya002233.png,Pitaya,3.544953296197077,10
59727,Persimmon/Persimmon68.png,Persimmon,2.9368825388725885,9
38686,Kiwi/Total Number of Kiwi fruit/Kiwi001274.png,Kiwi,11.998412495924937,4
43345,Kiwi/Kiwi C/Kiwi C00956.png,Kiwi,11.998412495924937,4
37785,Kiwi/kiwi A/Kiwi A002129.png,Kiwi,11.998412495924937,4
49588,muskmelon/Muskmelon 002025.png,muskmelon,2.945387024989015,14
63968,Plum/Plum。2164.png,Plum,3.257218182591317,11
29968,Guava/Guava total/Guava。1661 resized.jpg,Guava,27.92164533458066,3
41265,Kiwi/Total Number of Kiwi fruit/Kiwi00106.png,Kiwi,11.998412495924937,4
63896,Pitaya/Pitaya002491.png,Pitaya,3.544953296197077,10
39761,Kiwi/Total Number of Kiwi fruit/Kiwi001997.png,Kiwi,11.998412495924937,4
12846,Banana/Banana02367.png,Banana,4.2905132457371264,1
54714,Peach/Peach001729.png,Peach,3.726382333347507,7
27812,Guava/Guava total/1Guava。2901 resized.jpg,Guava,27.92164533458066,3
42014,Kiwi/Total Number of Kiwi fruit/Kiwi00953.png,Kiwi,11.998412495924937,4
28973,Guava/Guava total/1Guava。2856 resized.png,Guava,27.92164533458066,3
51125,Orange/Orange00791.png,Orange,4.26925203044606,6
8755,Apple/Total Number of Apples/Apple 01536.png,Apple,15.855196949724313,0
42996,Kiwi/Kiwi C/Kiwi C00846.png,Kiwi,11.998412495924937,4
29147,Guava/Guava total/Guava。1729 resized resized.png,Guava,27.92164533458066,3
41974,Kiwi/Total Number of Kiwi fruit/Kiwi003094.png,Kiwi,11.998412495924937,4
57940,Pear/Pear 172.png,Pear,4.26925203044606,8
8899,Apple/Total Number of Apples/Apple 04527.jpeg,Apple,15.855196949724313,0
65947,Plum/Plum。1099.png,Plum,3.257218182591317,11
56264,Peach/Peach001796.png,Peach,3.726382333347507,7
44461,Mango/Mango001034.png,Mango,5.887939221272555,5
49020,muskmelon/Muskmelon 001638.png,muskmelon,2.945387024989015,14
68613,Tomatoes/Tamotoes001385.png,Tomatoes,3.077206559793624,13
62088,Pitaya/Pitaya002158.png,Pitaya,3.544953296197077,10
36007,Kiwi/kiwi A/Kiwi A001416.png,Kiwi,11.998412495924937,4
42127,Kiwi/Total Number of Kiwi fruit/Kiwi003690.png,Kiwi,11.998412495924937,4
39011,Kiwi/Total Number of Kiwi fruit/Kiwi004109.png,Kiwi,11.998412495924937,4
52409,Orange/Orange0028.png,Orange,4.26925203044606,6
9534,Apple/Total Number of Apples/Apple_0_2091.png,Apple,15.855196949724313,0
8233,Apple/Total Number of Apples/Apple 04206.jpeg,Apple,15.855196949724313,0
16051,Carambola/Carambola 0012.png,Carambola,2.9482218536944904,2
10143,Apple/Total Number of Apples/Apple 011.png,Apple,15.855196949724313,0
46740,Mango/Mango002378.png,Mango,5.887939221272555,5
58815,Pear/Pear 51.png,Pear,4.26925203044606,8
68882,Tomatoes/Tamotoes00665.png,Tomatoes,3.077206559793624,13
26989,Guava/Guava total/Guava。1893 resized resized.png,Guava,27.92164533458066,3
25774,Guava/Guava total/Guava。1315 resized resized.png,Guava,27.92164533458066,3
39976,Kiwi/Total Number of Kiwi fruit/Kiwi00656.png,Kiwi,11.998412495924937,4
30986,Guava/Guava total/Guava。946 resized.png,Guava,27.92164533458066,3
18062,Guava/guava total final/Guava02398.png,Guava,27.92164533458066,3
44146,Kiwi/Kiwi B/Kiwi B00114.png,Kiwi,11.998412495924937,4
24570,Guava/Guava total/Guava。514 resized.jpg,Guava,27.92164533458066,3
51418,Orange/Orange00618.png,Orange,4.26925203044606,6
9929,Apple/Total Number of Apples/Apple 04660.png,Apple,15.855196949724313,0
53655,Orange/Orange002182.png,Orange,4.26925203044606,6
2151,Apple/Apple C/Apple Ce07741.png,Apple,15.855196949724313,0
63188,Pitaya/Pitaya00992.png,Pitaya,3.544953296197077,10
20874,Guava/guava B/Guava1050.png,Guava,27.92164533458066,3
11921,Banana/Banana02485.png,Banana,4.2905132457371264,1
10266,Apple/Total Number of Apples/Apple 01959.png,Apple,15.855196949724313,0
26279,Guava/Guava total/Guava。1485.png,Guava,27.92164533458066,3
64341,Plum/Plum。1278.png,Plum,3.257218182591317,11
419,Apple/Apple E/Apple E231.png,Apple,15.855196949724313,0
51973,Orange/Orange001582.png,Orange,4.26925203044606,6
63468,Pitaya/Pitaya00511.png,Pitaya,3.544953296197077,10
3962,Apple/Apple A/Apple 671.png,Apple,15.855196949724313,0
46775,Mango/Mango00462.png,Mango,5.887939221272555,5
46379,Mango/Mango001250.png,Mango,5.887939221272555,5
50386,muskmelon/Muskmelon 00295.png,muskmelon,2.945387024989015,14
60950,Persimmon/Persimmon1198.png,Persimmon,2.9368825388725885,9
30565,Guava/Guava total/Guava。2388 resized.png,Guava,27.92164533458066,3
1480,Apple/Apple C/pple Co applee03751.png,Apple,15.855196949724313,0
15982,Carambola/Carambola 00576.png,Carambola,2.9482218536944904,2
50275,muskmelon/Muskmelon 001557.png,muskmelon,2.945387024989015,14
58574,Pear/Pear 572.png,Pear,4.26925203044606,8
62219,Pitaya/Pitaya002373.png,Pitaya,3.544953296197077,10
66750,Pomegranate/Pomegranet00239.png,Pomegranate,3.0715369023826735,12
11999,Banana/Banana02596.png,Banana,4.2905132457371264,1
54546,Peach/Peach001248.png,Peach,3.726382333347507,7
41107,Kiwi/Total Number of Kiwi fruit/Kiwi001225.png,Kiwi,11.998412495924937,4
31813,Guava/Guava total/Guava。1656 resized resized.png,Guava,27.92164533458066,3
4243,Apple/Apple F/scene02921.png,Apple,15.855196949724313,0
20095,Guava/guava total final/Guava01389.png,Guava,27.92164533458066,3
65434,Plum/Plum。1213.png,Plum,3.257218182591317,11
10973,Apple/Total Number of Apples/Apple 01424.png,Apple,15.855196949724313,0
40931,Kiwi/Total Number of Kiwi fruit/Kiwi001187.png,Kiwi,11.998412495924937,4
69589,Tomatoes/Tamotoes001105.png,Tomatoes,3.077206559793624,13
40752,Kiwi/Total Number of Kiwi fruit/Kiwi001578.png,Kiwi,11.998412495924937,4
37712,Kiwi/kiwi A/Kiwi A001032.png,Kiwi,11.998412495924937,4
56054,Peach/Peach00757.png,Peach,3.726382333347507,7
59571,Persimmon/Persimmon1781.png,Persimmon,2.9368825388725885,9
28930,Guava/Guava total/Guava。1290 resized.jpg,Guava,27.92164533458066,3
38162,Kiwi/kiwi A/Kiwi A001382.png,Kiwi,11.998412495924937,4
28758,Guava/Guava total/Guava。89 resized.jpg,Guava,27.92164533458066,3
50756,Orange/Orange001294.png,Orange,4.26925203044606,6
51026,Orange/Orange00622.png,Orange,4.26925203044606,6
34305,Guava/Guava total/Guava。2338 resized.jpg,Guava,27.92164533458066,3
69911,Tomatoes/Tamotoes00168.png,Tomatoes,3.077206559793624,13
5284,Apple/Apple F/Apple F _0_3145.png,Apple,15.855196949724313,0
70434,Tomatoes/Tamotoes001189.png,Tomatoes,3.077206559793624,13
65001,Plum/Plum。1219.png,Plum,3.257218182591317,11
49381,muskmelon/Muskmelon 00358.png,muskmelon,2.945387024989015,14
70228,Tomatoes/Tamotoes001039.png,Tomatoes,3.077206559793624,13
21017,Guava/guava B/Guava1322.png,Guava,27.92164533458066,3
415,Apple/Apple E/Apple E10201.png,Apple,15.855196949724313,0
30017,Guava/Guava total/Guava。1005 resized resized.png,Guava,27.92164533458066,3
55930,Peach/Peach00592.png,Peach,3.726382333347507,7
27028,Guava/Guava total/Guava。712 resized resized.png,Guava,27.92164533458066,3
48396,Mango/Mango003363.png,Mango,5.887939221272555,5
8126,Apple/Total Number of Apples/Apple 03272.png,Apple,15.855196949724313,0
53122,Orange/Orange001303.png,Orange,4.26925203044606,6
28412,Guava/Guava total/1Guava。3090.png,Guava,27.92164533458066,3
26366,Guava/Guava total/Guava。2445 resized.png,Guava,27.92164533458066,3
49439,muskmelon/Muskmelon 001922.png,muskmelon,2.945387024989015,14
4710,Apple/Apple F/Apple F _0_1606.png,Apple,15.855196949724313,0
43969,Kiwi/Kiwi B/Kiwi B001058.png,Kiwi,11.998412495924937,4
58043,Pear/Pear 2069.png,Pear,4.26925203044606,8
1800,Apple/Apple C/scene05421.png,Apple,15.855196949724313,0
6005,Apple/Apple F/Apple F _0_7193.png,Apple,15.855196949724313,0
797,Apple/Apple B/135red applee01486135.png,Apple,15.855196949724313,0
65637,Plum/Plum。2136.png,Plum,3.257218182591317,11
4843,Apple/Apple F/Apple F _0_2330.png,Apple,15.855196949724313,0
63197,Pitaya/Pitaya009.png,Pitaya,3.544953296197077,10
32907,Guava/Guava total/Guava。124 resized resized.png,Guava,27.92164533458066,3
50766,Orange/Orange00350.png,Orange,4.26925203044606,6
46448,Mango/Mango001654.png,Mango,5.887939221272555,5
42463,Kiwi/Kiwi C/Kiwi C00352.png,Kiwi,11.998412495924937,4
51674,Orange/Orange001196.png,Orange,4.26925203044606,6
19712,Guava/guava total final/Guava02532.png,Guava,27.92164533458066,3
24486,Guava/Guava total/Guava。733.png,Guava,27.92164533458066,3
55523,Peach/Peach002606.png,Peach,3.726382333347507,7
32267,Guava/Guava total/1Guava。2477.png,Guava,27.92164533458066,3
29951,Guava/Guava total/Guava。14 resized.jpg,Guava,27.92164533458066,3
24556,Guava/Guava total/Guava。557 resized resized.png,Guava,27.92164533458066,3
59162,Pear/Pear 57.png,Pear,4.26925203044606,8
59920,Persimmon/Persimmon1455.png,Persimmon,2.9368825388725885,9
33775,Guava/Guava total/Guava。510.png,Guava,27.92164533458066,3
64291,Plum/Plum。1127.png,Plum,3.257218182591317,11
43894,Kiwi/Kiwi B/Kiwi B00727.png,Kiwi,11.998412495924937,4
4511,Apple/Apple F/Apple F _0_5558.png,Apple,15.855196949724313,0
27117,Guava/Guava total/Guava。2298 resized.jpg,Guava,27.92164533458066,3
46215,Mango/Mango001656.png,Mango,5.887939221272555,5
42788,Kiwi/Kiwi C/Kiwi C00693.png,Kiwi,11.998412495924937,4
22191,Guava/Guava total/Guava。1434 resized resized.png,Guava,27.92164533458066,3
49108,muskmelon/Muskmelon 00766.png,muskmelon,2.945387024989015,14
25462,Guava/Guava total/Guava。44 resized.jpg,Guava,27.92164533458066,3
68487,Tomatoes/Tamotoes001351.png,Tomatoes,3.077206559793624,13
22906,Guava/Guava total/Guava。2307.png,Guava,27.92164533458066,3
60400,Persimmon/Persimmon254.png,Persimmon,2.9368825388725885,9
23591,Guava/Guava total/Guava。1684 resized.jpg,Guava,27.92164533458066,3
1859,Apple/Apple C/Apple Ce03301.png,Apple,15.855196949724313,0
5235,Apple/Apple F/Apple F _0_6149.png,Apple,15.855196949724313,0
62317,Pitaya/Pitaya001094.png,Pitaya,3.544953296197077,10
38406,Kiwi/Total Number of Kiwi fruit/Kiwi00196.png,Kiwi,11.998412495924937,4
44159,Kiwi/Kiwi B/Kiwi B00303.png,Kiwi,11.998412495924937,4
33685,Guava/Guava total/Guava。1934 resized.jpg,Guava,27.92164533458066,3
