id_compra,tiempo_recogida,coste_inicial,id_proveedor,id_lote
147,463,2.7568212264654504,8,147
148,600,2.3780191018640346,26,148
149,387,1.5962376476547537,17,149
150,406,2.400242253584725,5,150
151,93,2.349717718422661,7,151
152,240,2.3107641960904854,2,152
153,258,3.248097481137369,29,153
154,155,1.92473526351368,35,154
155,526,1.3749781757488346,13,155
156,224,2.124916434249815,23,156
157,81,1.8579945580640762,2,157
158,255,1.8918168604799068,1,158
159,38,2.742421837048668,35,159
160,594,1.7135453387871311,32,160
161,588,1.121696267372125,30,161
162,611,2.6562313067745587,23,162
163,211,1.3116975997006184,14,163
164,106,1.7881769026685206,17,164
165,149,1.5081064554336243,11,165
166,496,0.9019862532206244,34,166
167,326,1.5733088851172639,3,167
168,488,2.0709084426024225,1,168
169,344,1.9297890035109317,16,169
170,58,1.6457518215501896,31,170
171,430,1.2606633435382029,4,171
172,486,1.4588255662055072,1,172
173,638,1.1335101031901917,32,173
174,132,1.7553375334918806,8,174
175,329,2.3903160566812325,35,175
176,549,2.6113003631528438,31,176
177,301,2.110054425606851,2,177
178,157,1.4954341727577027,12,178
179,567,1.6075250779285333,12,179
180,503,1.9121176339608517,19,180
181,458,1.5755302482009106,16,181
182,664,1.4407353983250994,20,182
183,112,1.5072581146162538,20,183
184,353,1.8445839422716959,16,184
185,220,2.6438674243484743,19,185
186,623,1.4694845037764646,3,186
187,336,1.9055300095014245,7,187
188,205,1.8419984977932868,34,188
189,248,1.4958695108252946,7,189
190,160,1.483937717009049,14,190
191,367,1.4829230262429034,3,191
192,625,1.6728857907783163,5,192
193,269,1.5115093146233443,19,193
194,524,2.4905558164117405,25,194
195,12,1.885096524770131,31,195
196,365,2.0346414699950834,4,196
197,316,2.109888305785111,19,197
198,42,1.924894254257969,12,198
199,593,1.826968139365053,5,199
200,245,2.618751604512756,17,200
201,242,1.7822482377411395,26,201
202,194,1.9169509479910158,5,202
203,524,2.224700988525121,9,203
204,687,3.0548825211136306,27,204
205,488,2.2526670821082084,24,205
206,169,,2,206
207,330,1.72174237503818,6,207
208,103,2.6324682301375932,3,208
209,89,1.2414778897513379,31,209
210,383,2.0889482931494263,14,210
211,249,2.203078344199213,11,211
212,179,2.976708777889976,5,212
213,23,1.903639232647184,20,213
214,69,2.3733745863826234,29,214
215,674,1.640057927849837,28,215
216,232,2.694592184237148,17,216
217,287,2.0825312484705543,2,217
218,261,2.0590593235111716,30,218
219,372,2.4035783295078534,3,219
220,131,1.0809958903306167,13,220
221,419,2.027687112100802,23,221
222,308,1.1823987862031962,26,222
223,538,2.445344630161567,11,223
224,323,,5,224
225,546,2.2513265533254163,7,225
226,539,2.1336110829230686,8,226
227,288,1.997301919546261,34,227
228,350,,25,228
229,630,2.244524328056773,30,229
230,99,2.087303503041125,15,230
231,180,2.24697727747163,14,231
232,694,2.5429693638359394,31,232
233,171,2.4608224947567834,27,233
234,351,2.401432711129457,23,234
235,272,1.7394231483982443,20,235
236,185,1.5276153280112168,21,236
237,189,1.126329952500627,14,237
238,482,1.5334594271562878,3,238
239,575,1.1310378058397648,23,239
240,539,2.655742326141764,35,240
241,677,2.0621911664679957,19,241
242,653,2.395553113750492,35,242
243,42,0.694161518896514,4,243
244,254,1.4867378931229962,30,244
245,206,2.6028899996196255,2,245
246,623,1.573157822765437,23,246
247,373,2.307684394107486,15,247
248,13,2.8055955002466497,21,248
249,122,2.507471978602271,30,249
250,384,2.1988030312669853,32,250
251,298,2.0123079015907654,21,251
252,96,1.772159355523399,21,252
253,59,2.7515765513525823,29,253
254,256,1.3144065746555271,18,254
255,634,1.964965622502324,4,255
256,169,2.338385491179866,1,256
257,13,2.4360616207913472,10,257
258,176,2.319510820055896,23,258
259,687,2.1276741068242737,7,259
260,76,1.577602451888362,25,260
261,438,1.929770408542001,20,261
262,190,,20,262
263,6,1.6979801123064777,8,263
264,497,2.496855995071642,4,264
265,272,2.1924059465675643,23,265
266,463,1.800768438385111,17,266
267,18,2.1457610131939013,21,267
268,196,1.5352482726544139,31,268
269,51,1.6174931831554984,30,269
270,710,1.8656155759211077,13,270
271,385,2.722550718589754,7,271
272,141,2.247719620935808,32,272
273,483,1.3840606981432062,2,273
274,391,1.4652019268747918,10,274
275,117,2.285958320521007,10,275
276,561,2.2944993299648706,28,276
277,538,2.2420853654606865,13,277
278,207,1.9053715154710917,31,278
279,481,2.2457846599409064,35,279
280,185,2.488199073285533,10,280
281,14,1.7890288092593574,31,281
282,709,,4,282
283,181,1.857093810906115,27,283
284,4,2.4950698765686137,33,284
285,593,2.0923852264746,25,285
286,343,2.9158616410615554,13,286
287,415,2.670956216380141,13,287
288,295,2.0981115682262548,26,288
289,579,2.655524145531685,7,289
290,273,1.453937029587624,4,290
291,594,2.993290671622449,23,291
292,694,1.116688165467675,23,292
293,27,2.663621800677207,33,293
294,100,1.8339087519866266,14,294
295,713,,25,295
296,645,0.8216877921700125,13,296
297,37,2.3561114870061624,5,297
298,378,2.078795663603918,26,298
299,179,1.8621916657349926,25,299
300,591,1.7453057472373321,13,300
301,344,1.6313275592497591,20,301
302,391,2.0305932737772237,11,302
303,686,1.3781154793874308,5,303
304,369,2.652656275418149,6,304
305,353,2.233452661029611,11,305
306,494,2.1987263124881378,11,306
307,439,2.6855389578169304,20,307
308,577,1.552758052254786,2,308
309,714,1.6894500256552278,6,309
310,494,2.1878691682041245,32,310
311,410,1.691672120521162,15,311
312,584,2.5163347669297647,12,312
313,355,0.9948492400545308,27,313
314,255,2.271984622949737,32,314
315,352,2.9276884190571124,30,315
316,24,2.2484026299904567,28,316
317,92,1.9294965665781447,22,317
318,26,1.6769702532160524,30,318
319,133,1.236000022642834,12,319
320,360,1.659285308025992,35,320
321,222,1.2858063824885415,6,321
322,39,2.0816764331797555,1,322
323,2,1.4739949765181501,5,323
324,235,2.9495058382510653,19,324
325,361,2.5629422046029005,13,325
326,510,2.3215223185077365,20,326
327,516,0.6508255467484125,2,327
328,548,1.362151495657115,16,328
329,245,1.9584316101732309,9,329
330,375,2.4485050072145786,15,330
331,706,1.4012160573370904,28,331
332,469,2.036214284511609,26,332
333,77,2.3416679351835024,5,333
334,614,1.7451311463596955,18,334
335,117,1.902801953061016,33,335
336,554,2.0077872087269126,31,336
337,51,2.2304577596560247,24,337
338,396,1.428168011225327,5,338
339,84,0.8926513795439914,26,339
340,312,2.0520630181324186,2,340
341,673,2.0675486755800527,32,341
342,240,2.5193797530297806,4,342
343,141,2.8300521931814235,10,343
344,631,2.0851125974470146,28,344
345,437,2.07980172571363,26,345
346,101,1.9427328856168347,7,346
347,275,2.8217787151288247,11,347
348,117,1.5638610537388598,14,348
349,436,2.445006914452646,12,349
350,716,0.8059786810967955,6,350
351,525,1.3996785931614784,6,351
352,616,2.1451534234719842,28,352
353,124,1.6971194167058505,30,353
354,326,1.4375808602487843,12,354
355,99,1.6944197064199467,10,355
356,186,1.3518054806919333,33,356
357,238,2.052460956622166,17,357
358,148,0.7816163067798525,17,358
359,399,1.7501490653206135,2,359
360,327,1.752283538647736,30,360
361,509,1.8279030399085066,2,361
362,600,2.0546734562496756,23,362
363,20,1.619208497392346,14,363
364,443,1.7500925438748995,35,364
365,246,1.436910179649711,15,365
366,616,2.4166987972804153,29,366
367,418,2.065246523393671,35,367
368,519,2.5945859583805113,4,368
369,717,2.3652780223773306,18,369
370,253,1.9269204269882612,3,370
371,448,1.8467014588382828,22,371
372,532,1.7233555201912845,23,372
373,680,1.4735226485201847,23,373
374,4,2.35184032463838,31,374
375,281,1.770572992146222,30,375
376,489,2.0164989415044756,23,376
377,27,1.512010513901358,14,377
378,540,2.414187578287623,18,378
379,327,1.8824884300895282,21,379
380,600,2.1835123686975613,22,380
381,246,2.1474784344195665,15,381
382,360,2.6943372936285854,4,382
383,582,1.9120721527471043,29,383
384,701,1.3431144485718858,22,384
385,645,1.7311190181929639,12,385
386,451,1.9063312942994532,11,386
387,595,0.9724290901964046,18,387
388,299,2.1497365873361107,32,388
389,416,2.030528294264406,11,389
390,693,1.0353058129821178,13,390
391,321,2.5569537658874637,31,391
392,471,2.6304295755318687,21,392
393,190,1.9331049739919262,32,393
394,76,2.0693810006983613,25,394
395,507,2.1819715851033727,5,395
396,24,2.6859681290820347,7,396
397,505,1.3416979741295258,9,397
398,68,2.456500013033338,24,398
399,154,2.117980209750505,10,399
400,357,2.2818287163463107,35,400
401,275,1.3894748504157217,18,401
402,106,1.6887342558944196,35,402
403,304,2.140022955147447,11,403
404,694,1.2302010880322267,11,404
405,431,1.4718537856622231,20,405
406,315,1.9308342254913207,6,406
407,542,2.136810351748807,32,407
408,701,1.953790921925352,6,408
409,483,2.2203442098755493,1,409
410,611,1.7857763648396967,7,410
411,496,2.7732470207247912,12,411
412,622,1.3595846491954446,32,412
413,458,1.7030837646852128,6,413
414,211,3.1502341674010195,18,414
415,141,1.786190953340431,9,415
416,23,1.9052236587431788,14,416
417,449,2.456716111757952,14,417
418,275,1.3652849092189103,31,418
419,86,2.0716317882777173,19,419
420,627,1.8607532234052715,7,420
421,556,1.2709603429722216,24,421
422,280,2.8591010250413524,18,422
423,512,3.3996152229021903,32,423
424,185,2.0339544001819205,15,424
425,596,1.4752614502711254,27,425
426,556,1.9439388322573592,31,426
427,28,2.7050846307821828,18,427
428,696,2.6267239189733593,9,428
429,30,1.6194555172385872,22,429
430,273,1.6937256802778518,16,430
431,633,2.852606618809097,29,431
432,428,2.4790582407674515,30,432
433,329,1.5607144548804042,24,433
434,587,1.4512936927077427,8,434
435,478,2.109669683803735,1,435
436,305,2.500954185151313,18,436
437,682,1.527303164796313,7,437
438,617,3.0273009520445684,23,438
439,73,2.1067749834289873,21,439
440,313,2.3741465158713595,20,440
441,394,1.5295547852178828,8,441
442,592,2.318684403478505,4,442
443,601,0.8595355748936278,14,443
444,466,1.966151200507299,32,444
445,312,2.1821443497903696,22,445
446,414,1.7350376913411008,27,446
447,623,1.4107544721382874,29,447
448,482,2.2412010356420113,15,448
449,527,1.9847558572551784,32,449
450,544,1.905228335917017,20,450
451,130,2.8325183049999847,32,451
452,36,1.8084993098688598,26,452
453,45,2.8836064447331475,2,453
454,522,1.6564001597119073,32,454
455,156,2.548714056107414,33,455
456,495,2.04689120667759,12,456
457,715,2.247161746097942,9,457
458,97,2.212058699590556,30,458
459,290,1.8795639376663327,29,459
460,103,2.457515310202398,2,460
461,249,2.0588004686579113,31,461
462,209,1.9557678857538143,30,462
463,169,2.28407865216108,19,463
464,329,2.065991052332607,5,464
465,194,1.713279626987927,28,465
466,623,2.0008966045628473,31,466
467,403,2.296527783516648,12,467
468,566,2.0689077259083812,11,468
469,692,2.2194789894837332,13,469
470,278,2.4413256828329564,34,470
471,52,1.754898599052222,11,471
472,308,1.4011946660286045,4,472
473,595,2.439981010182305,17,473
474,143,1.0212581565233727,34,474
475,46,2.1929604051864513,32,475
476,446,2.6456192388458977,32,476
477,485,2.488423775665255,19,477
478,113,,11,478
479,680,2.1912041438644616,16,479
480,182,1.6979517555430181,31,480
481,530,1.7170363461532947,5,481
482,329,2.083286997911978,2,482
483,538,1.9172092131127494,13,483
484,553,2.6502606699693922,8,484
485,559,1.6708623817224173,12,485
486,464,1.3971470111936375,14,486
487,557,2.1317563823304533,34,487
488,330,2.3452643604935903,29,488
489,358,1.340991470993263,15,489
490,611,1.832299101527957,20,490
491,140,2.525253201876503,31,491
492,199,1.5811072953230967,33,492
493,453,2.554885233647325,20,493
494,432,1.9792682520547247,20,494
495,682,1.8939114798292984,4,495
496,229,1.7502141827490874,9,496
497,423,1.6883299773433984,6,497
498,135,2.0808366361738746,29,498
499,92,1.566554084347151,26,499
500,118,1.7387229856214232,27,500
501,39,2.1647780504377567,21,501
502,346,1.6875486260416355,24,502
503,79,1.694537604639573,11,503
504,716,2.0177429507697355,34,504
505,71,2.0907194701082785,13,505
506,558,2.538975251496743,28,506
507,207,1.7007834824652175,11,507
508,645,1.8510387051437533,2,508
509,575,2.4820394108057355,11,509
510,478,2.790950034724728,15,510
511,619,2.7331542668749873,28,511
512,518,1.9937609278443897,17,512
513,648,2.225886536736631,14,513
514,153,2.6730392809524393,14,514
515,589,1.6301443745099142,12,515
516,579,1.8538706162982912,2,516
517,691,2.3773177902690854,1,517
518,23,3.0241127498241953,28,518
519,177,2.6449808662911782,35,519
520,400,1.205119174904157,25,520
521,605,1.7423404357514003,21,521
522,509,2.6059144654141693,31,522
523,595,2.009242702127098,15,523
524,120,1.801896836508164,31,524
525,647,1.9237690765024391,9,525
526,575,2.0555837651116278,15,526
527,264,1.5367913297043634,17,527
528,699,2.6440365588389225,2,528
529,276,2.276327053717012,1,529
530,655,2.4235943451681248,3,530
531,230,0.9529330734420334,11,531
532,139,1.8331849094764734,2,532
533,313,1.76764911463066,8,533
534,310,2.0260999121709427,33,534
535,397,2.1339793783831302,34,535
536,165,1.4555963517614225,28,536
537,49,1.7799868588921341,8,537
538,524,1.891391427937022,21,538
539,409,1.5086460861905264,27,539
540,430,2.577603159140052,6,540
541,319,2.1114564936726925,23,541
542,555,1.8965653578236568,13,542
543,166,1.6853929117941304,5,543
544,176,2.572044349614304,15,544
545,205,2.356058119834705,10,545
546,593,2.3961936070881777,5,546
547,249,1.1752009174689602,17,547
548,394,1.536414220423475,27,548
549,270,2.2249562839395014,30,549
550,114,1.7509192036319985,4,550
551,569,3.0968802070936077,22,551
552,178,2.5038909476537246,21,552
553,537,1.2636546876030783,32,553
554,211,1.9288077973145767,28,554
555,641,1.9025172934787506,25,555
556,55,2.2835495065568674,30,556
557,496,3.036439058162342,6,557
558,525,3.0146606061198886,20,558
559,419,1.9775883824506226,1,559
560,283,1.6438827345395906,13,560
561,647,3.1675186723780797,31,561
562,31,3.1793514066698187,18,562
563,333,1.6200452905000038,29,563
564,659,1.6230547338074361,7,564
565,543,2.1187888415169174,13,565
566,267,1.708780455120745,33,566
567,106,2.020952422728318,7,567
568,372,1.9804560535585551,26,568
569,609,2.484459720207203,1,569
570,278,1.6935990951310915,7,570
571,155,3.4008213036655333,14,571
572,263,1.8413667417308446,7,572
573,133,1.80316420660344,21,573
574,297,1.90197557497671,34,574
575,577,1.8885009677880549,34,575
576,282,2.5488905428505744,9,576
577,353,2.1064766516710396,23,577
578,228,2.3210022113204176,5,578
579,547,2.6178033586847094,10,579
580,170,2.1155947435995524,10,580
581,375,1.717330366996936,17,581
582,459,2.1284543005285936,11,582
583,521,1.9635478867887097,34,583
584,76,1.6320597554363243,31,584
585,107,1.5600552908153573,16,585
586,584,2.6943510617635376,16,586
587,30,1.9926229624862084,9,587
588,231,1.120167415776386,11,588
589,214,2.6297476488435647,17,589
590,353,2.2963695553810557,26,590
591,498,2.3157513754273946,5,591
592,502,1.8055663125241237,25,592
593,237,1.7262558870291507,26,593
594,150,2.202032639400942,24,594
595,638,0.9198404190582541,29,595
596,88,2.308274122916404,20,596
597,390,2.5724508932085257,28,597
598,184,1.625273656627202,10,598
599,64,2.243301831523946,25,599
600,214,1.3031604827501586,24,600
601,434,2.3576506037256744,12,601
602,418,2.233263337737302,12,602
603,192,1.5916067151776816,14,603
604,147,2.1650319159909475,13,604
605,370,1.5921691957032937,29,605
606,198,2.006700029508026,33,606
607,464,1.2614554779875116,22,607
608,59,2.0093558202139072,1,608
609,317,1.9021852283830365,3,609
610,279,1.4128536599652712,5,610
611,458,2.4477433512251596,11,611
612,643,1.5877407100586902,22,612
613,239,2.185708065686442,7,613
614,32,3.3437002941550205,8,614
615,126,1.3620831939824227,35,615
616,412,1.680081113719547,6,616
617,68,2.7501942656377665,23,617
618,29,2.5215565824670003,12,618
619,498,2.7792181967709046,28,619
620,619,2.924529038686225,14,620
621,487,2.519964171503007,29,621
622,91,1.6059242144441797,18,622
623,13,2.2271247588084906,9,623
624,407,1.9303567977896459,15,624
625,101,,28,625
626,516,0.9375157323801833,3,626
627,158,2.470647555235202,24,627
628,91,1.5192336846578613,32,628
629,365,1.9546375441542698,13,629
630,191,1.9760464372831703,33,630
631,688,2.123556043426066,5,631
632,607,2.3636662508369093,26,632
633,633,2.2453768382545385,30,633
634,131,2.407878060764314,7,634
635,295,2.1390097054611195,25,635
636,197,1.6239049304218511,12,636
637,690,2.308217199077383,8,637
638,119,2.8360999317205966,20,638
639,497,2.1586723601851268,10,639
640,208,2.638171903259828,29,640
641,14,2.030321912039277,35,641
642,476,2.4417534838857655,12,642
643,631,1.5941950538229424,26,643
644,56,2.307931944968599,25,644
645,263,1.676690111156933,16,645
646,52,3.121347994956621,8,646
647,73,2.13213584833135,7,647
648,527,1.6877707305478582,5,648
649,496,1.5759413236830366,18,649
650,177,3.0067215921696775,24,650
651,326,1.6850390688144379,4,651
652,332,2.8784415339628606,16,652
653,296,2.565660109713046,2,653
654,671,1.7155826438970503,3,654
655,412,1.6074556516878897,17,655
656,563,2.568474637652679,21,656
657,603,1.870706033736558,10,657
658,716,1.7707678493312544,12,658
659,109,1.7220024603451232,7,659
660,361,2.7111880157863872,21,660
661,206,2.3241130387176754,7,661
662,320,1.5485754522754958,4,662
663,174,2.299961472113823,15,663
664,603,1.1373844999551226,11,664
665,603,2.0999316167856534,28,665
666,691,2.2043930177549615,19,666
667,462,2.1382063706055128,21,667
668,555,1.7115876889258161,14,668
669,544,2.763155625944183,20,669
670,283,1.589318339480664,2,670
671,433,1.6996024652834605,1,671
672,173,3.1132549997440853,20,672
673,163,1.3793964130716694,35,673
674,558,2.5798507932145753,28,674
675,310,2.201953584101952,11,675
676,132,,1,676
677,22,2.470801539373592,11,677
678,630,1.3751719649314822,7,678
679,126,1.6346151054829225,11,679
680,681,1.6021845472223002,23,680
681,592,2.225503454889488,19,681
682,15,2.002633743220854,10,682
683,342,2.4605223100633795,30,683
684,201,1.8962065478554198,30,684
685,24,1.9098381978908148,21,685
686,534,2.8600063734667023,16,686
687,298,2.278044073704957,17,687
688,605,1.7993673976947173,8,688
689,411,1.7461499667849045,20,689
690,691,2.271977175800433,18,690
691,6,1.8086336336424227,18,691
692,710,2.749775715230246,24,692
693,73,1.4637983297567008,24,693
694,683,1.9256698823121619,7,694
695,391,2.7871958626763664,5,695
696,412,2.147652963940165,35,696
697,518,2.051244874292009,28,697
698,357,2.352764723577155,19,698
699,695,1.9392473392588045,19,699
700,669,3.013237586570082,5,700
701,421,1.7584902082866953,12,701
702,181,2.49398694120108,20,702
703,414,1.7291097731160467,30,703
704,181,2.460949604897039,8,704
705,564,2.216639862894686,4,705
706,237,1.2348497463581594,1,706
707,702,2.1820537409118366,10,707
708,177,1.1112394860016321,14,708
709,305,1.4501116427362355,3,709
710,256,1.1979145604286252,16,710
711,26,2.4912777510729236,17,711
712,659,2.0868997545968733,8,712
713,395,3.254213403093726,15,713
714,375,2.0188330106413326,27,714
715,248,2.244506300359563,5,715
716,470,2.2513939372175846,1,716
717,221,,12,717
718,378,2.421231375092408,26,718
719,491,1.7244652922569146,15,719
720,33,1.7670657114446726,19,720
721,627,,1,721
722,581,1.871642990687431,19,722
723,208,1.721250796792822,25,723
724,631,2.512537570699573,25,724
725,309,2.035631752332478,17,725
726,295,2.899199001248989,10,726
727,52,1.6542219235960653,25,727
728,428,1.5724202397575473,12,728
729,662,2.156709354651625,15,729
730,337,1.6150149537819918,22,730
731,301,1.7318589233787762,13,731
732,570,2.61108431647028,35,732
733,657,2.8914875047127007,17,733
734,40,1.452774718994037,13,734
735,91,1.7913941082291587,7,735
736,409,2.760452626186431,1,736
737,128,1.9536482296475899,26,737
738,439,0.9993467439958659,6,738
739,312,1.4933322431216483,4,739
740,145,1.4555825207789495,29,740
741,461,2.166659786914923,16,741
742,645,2.5308751768069744,34,742
743,286,1.6778990009418102,31,743
744,4,2.070202953549664,27,744
745,500,1.4043450448471713,27,745
746,50,2.0293177548855583,29,746
747,509,1.539641534764542,8,747
748,473,2.860200606283886,6,748
749,250,1.2963745865046103,35,749
750,486,2.1465965460093455,31,750
751,157,1.6933787043138961,22,751
752,484,2.272549329618358,2,752
753,211,0.9820476757179528,31,753
754,361,1.1830557769256078,16,754
755,322,1.9874161633898246,14,755
756,374,1.6182805601233645,9,756
757,362,2.0207845295565483,8,757
758,166,1.875985839848871,22,758
759,622,2.30311688106128,11,759
760,303,,14,760
761,602,1.613116650639226,1,761
762,232,1.416209305211181,29,762
763,477,1.4578477507156933,8,763
764,573,,14,764
765,43,2.548445176737253,16,765
766,690,1.62833071063551,28,766
767,411,2.1032554573718145,9,767
768,577,2.5393787183633183,8,768
769,222,1.6825481761556693,19,769
770,441,1.8831863453362612,33,770
771,263,1.4669502002184416,4,771
772,216,2.266407060329933,21,772
773,60,2.4825111794245265,16,773
774,176,1.70491264415518,16,774
775,84,2.194454468928911,29,775
776,513,1.7310459517861159,16,776
777,26,1.3184222650728061,12,777
778,603,2.679876754093183,19,778
779,235,1.192877349999535,2,779
780,386,1.259724291755743,31,780
781,520,2.349993238600967,1,781
782,344,2.1911233312405654,21,782
783,358,2.0500910163870985,21,783
784,612,,12,784
785,257,1.865923295833447,7,785
786,392,2.077842172498436,15,786
787,382,1.493273721267701,3,787
788,637,2.0769709785906754,4,788
789,513,1.551512883036536,29,789
790,31,2.006869956764519,21,790
791,62,2.0338279504054744,23,791
792,367,2.1875392072029114,7,792
793,618,1.221233995098464,32,793
794,394,1.4379121470104024,18,794
795,495,1.7087548251382756,30,795
796,214,1.8028078241540981,35,796
797,239,1.2340956142256125,20,797
798,106,2.8516164357689826,22,798
799,334,2.483609815238709,7,799
800,69,2.7768281166303868,28,800
801,491,3.085096816507586,22,801
802,444,1.9765873497893567,6,802
803,389,1.7601980397335024,32,803
804,281,1.3932629315317868,17,804
805,2,1.7332851408614416,22,805
806,228,1.268835433046223,1,806
807,413,2.1567141333308757,5,807
808,69,1.8333122845903815,35,808
809,530,2.2571379345202036,28,809
810,64,2.1877679282897695,30,810
811,276,2.17045212453629,34,811
812,283,1.741559332540294,20,812
813,517,2.4508327969870134,1,813
814,403,1.997067608023337,18,814
815,623,2.0286191568876792,22,815
816,605,1.2813316508970527,6,816
817,519,2.448763440911024,14,817
818,190,1.9988612445432496,19,818
819,384,1.777813188807659,7,819
820,345,1.8541168140672701,19,820
821,217,2.302149039964804,8,821
822,83,0.8975658773329906,8,822
823,64,1.835866733802272,27,823
824,93,1.3055467035364636,23,824
825,441,1.7541096888941712,1,825
826,397,2.2010972595082205,20,826
827,215,2.7442617005662786,12,827
828,596,0.9843668879423182,13,828
829,697,1.2125508573081762,17,829
830,491,1.5353484618530044,16,830
831,71,0.9025548875358989,31,831
832,231,2.468714774022377,34,832
833,335,1.9501806438530336,24,833
834,220,1.8148957834732868,10,834
835,621,2.2936238252704686,11,835
836,56,1.8356643725257475,32,836
837,166,2.2415415765003823,30,837
838,297,2.7136022411746943,4,838
839,93,1.3378651209411707,20,839
840,58,2.163242558586625,11,840
841,271,1.318423217769738,27,841
842,592,2.1577506666423685,31,842
843,314,2.0238649471270187,17,843
844,545,1.4948349819881297,19,844
