id_venta,tiempo_venta,precio_venta,peso,id_cliente,id_lote
70,628.0,4.068815130490257,318.99761104651,1,2691
71,440.0,2.587669886590385,342.2631732796448,1,2744
72,330.0,4.154165969564401,268.15261944267996,1,2756
73,279.0,5.018972103332297,135.3365022010182,1,2775
74,557.0,4.554420230997534,235.54490877281498,1,2807
75,91.0,4.108603610797313,352.8804658854773,1,2831
76,419.0,2.6266201518358705,397.16292756177967,1,2860
77,703.0,4.442306082421357,150.49223428080595,1,2868
78,698.0,4.222145419725658,169.85448320817957,1,2869
79,87.0,4.461807339984881,125.5283307767979,1,2889
80,272.0,3.3289493512599098,259.17742481608343,1,2905
81,653.0,3.8956593742131593,330.47082197007126,1,2927
82,620.0,3.3287688711555212,115.83711335466884,1,3018
83,256.0,2.7751996060706237,265.9023574305579,1,3040
84,235.0,,382.695862676097,1,3101
85,53.0,3.193776974396364,176.9143555684903,1,3119
86,361.0,4.026586999150883,170.87439071349462,1,3124
87,361.0,4.545656723680784,368.83502713639285,1,3181
88,170.0,5.10162154606891,276.565845391346,1,3253
89,110.0,3.1019716121583203,153.44586635203834,1,3261
90,79.0,3.471256711098662,239.1035421329715,1,3307
91,157.0,2.3768478322903523,349.4964146029806,1,1230
92,324.0,3.8962750953357332,256.3412816709123,1,1974
93,534.0,4.457978610583332,279.1170870450727,1,1302
94,402.0,3.6634185253566964,289.55198105554535,1,1306
95,354.0,4.066371261939748,126.9056547481803,1,3345
96,655.0,3.7658545672939745,291.79849161847585,1,1310
97,169.0,2.7623743694168232,283.39711211081817,1,3404
98,252.0,2.7933123277660843,362.92893740811326,1,3477
99,559.0,3.213715184718202,364.7218868443058,1,3506
100,62.0,3.4956366581491474,254.30433313824366,1,3585
101,457.0,3.191493066883438,357.2754036205398,1,3600
102,681.0,4.153215418583753,319.5305957083639,1,3616
103,526.0,3.192082206294754,417.5442478068856,1,3626
104,719.0,2.4656811172197464,420.66706044289936,1,3688
105,660.0,3.7504967499903863,154.9430582879266,1,3723
106,634.0,4.880924009811342,515.227949868772,1,3734
107,314.0,4.859167018446767,421.6811336489068,1,3738
108,79.0,3.1995529482761187,363.9601280070941,1,3760
109,526.0,3.646625517859354,325.7424174846357,1,3786
110,317.0,3.9298461874839967,266.1023763189167,1,3788
111,92.0,2.5300906296501755,367.43793871405023,1,3832
112,212.0,3.597804947031134,415.6651456985135,1,3863
113,692.0,5.053583648941068,113.53879961114899,1,3901
114,258.0,2.9700620356669365,242.33547377288045,1,3938
115,38.0,3.3913486976622513,284.11126072768843,1,3989
116,636.0,2.486356171793734,384.5443655682209,1,4021
117,141.0,3.0109594780241506,237.19782833715388,1,4036
118,,3.6259514421136307,122.99227132904699,1,4088
119,153.0,3.5625405869840545,380.1120720723935,1,4126
120,272.0,3.3000972510156092,112.22829703942622,1,4151
121,220.0,3.8513148998689735,398.99409826691266,1,4157
122,383.0,3.796949595096956,286.358142175951,1,4234
123,278.0,2.341186538269235,225.35885815595157,1,4245
124,103.0,4.186453049062695,381.1292146713081,1,4257
125,681.0,4.9425616732538264,294.1260252166136,1,4295
126,704.0,2.649163676042478,503.0978508580358,1,4344
127,228.0,3.252766003464973,452.7385704235501,1,4373
128,44.0,2.109408617435148,429.86781985818186,1,4374
129,694.0,3.3399798523752273,245.46802959288857,1,4402
130,668.0,3.242032510523866,448.8913133487114,1,4420
131,365.0,3.6002641562122735,297.4407693472173,1,4460
132,444.0,3.3005365628387615,96.69669750373339,1,4495
133,182.0,3.5273518542969384,415.19676634382995,1,4575
134,482.0,1.9850299333625596,540.462348760264,1,4578
135,205.0,3.2738952532075283,281.11080006551515,1,4601
136,113.0,3.0027861049049407,252.56076764997587,1,4646
137,231.0,4.420035984847205,343.5653748152264,1,4656
138,713.0,1.7194491256670845,208.68951431883863,1,4673
139,619.0,3.2978515278615808,4.0333356927741875,1,4747
140,408.0,3.1404772099616123,447.96316231209255,1,4768
141,13.0,3.9702437138270126,267.84755526678936,1,4784
142,432.0,4.352770286366084,97.93933922419535,1,4812
143,456.0,3.5077342841153176,246.1467084762027,1,4840
144,642.0,4.105948968429514,189.99525359917175,1,4893
145,306.0,4.240720463823843,431.7640971420514,1,4928
146,192.0,3.309539106748841,432.6224403873904,1,4983
147,374.0,4.152538762923001,340.49978411240795,1,5048
148,124.0,3.4852022667008873,314.39698322043586,1,5106
149,19.0,3.2844966019200603,197.84273876549855,1,5122
150,590.0,3.800293257233925,400.85537034522275,1,5201
151,530.0,3.3993290460588685,206.9811254267975,1,5262
152,55.0,3.10521971840286,448.19574466523227,1,5273
153,377.0,2.193799170397758,216.24592782843501,1,5364
154,67.0,3.581548212659517,537.4059255338088,1,5406
155,299.0,4.4561625777120275,416.5424869063013,1,5427
156,556.0,4.059673888677632,469.7640975051445,1,5477
157,398.0,3.0199161353053086,255.45882942446232,1,5516
158,668.0,3.9612680490405667,283.8125354478239,1,5529
159,206.0,4.14255036296672,413.4568796119998,1,5568
160,541.0,4.348366080659586,241.72926888437343,1,5575
161,390.0,2.2763677803802453,408.26549390137683,1,5694
162,198.0,3.3855282465584837,293.65879379383364,1,5717
163,392.0,4.524448148579028,255.0960689043557,1,1252
164,390.0,2.661074874239984,442.4630782370816,1,1256
165,197.0,3.105705605451038,206.3541801616475,1,1967
166,457.0,3.2752169770230237,384.2302048425593,1,2033
167,628.0,2.34403340332229,294.42197157128766,1,5788
168,204.0,3.197173102570275,373.6802112820511,1,2077
169,670.0,2.92073287650244,353.2669123409563,1,1402
170,402.0,3.9038092690674366,221.50326244243908,1,2139
171,289.0,4.437889760245975,332.99779503704184,1,5827
172,572.0,3.845488822025553,236.85495796804634,1,5829
173,610.0,4.865110519170084,337.02699960174226,1,5864
174,85.0,3.2059491160379086,510.29541699148706,1,5874
175,380.0,3.6957988989232486,326.18530619124414,1,5879
176,715.0,4.350257501543446,275.359301810701,1,5980
177,690.0,3.868858312951337,189.89228104137396,1,5998
178,97.0,1.6030063600021993,233.7984851111296,1,6004
179,581.0,3.9081879583971615,276.9041187904414,1,6011
180,456.0,3.09588227741946,286.18970426775536,1,6038
181,490.0,2.627100636502168,316.2310232290648,1,6163
182,16.0,3.7498642503717194,269.4498384929201,1,6189
183,204.0,3.110162276166667,297.5924765164481,1,6217
184,527.0,3.913271945900154,185.98998065244007,1,6287
185,180.0,1.7122834653548389,545.245101650325,1,6308
186,465.0,3.795565476368958,269.3906094983979,1,6422
187,713.0,4.079701800397611,340.3691127247286,1,6470
188,162.0,4.364713922736074,348.9023444378596,1,6497
189,503.0,3.0138632124447198,369.4912895234968,1,6505
190,393.0,3.8597073860493305,255.13152167323005,1,6537
191,233.0,3.5442110150668498,347.247904470262,1,6539
192,268.0,4.211547304862504,193.7825847410689,1,6549
193,54.0,3.3311886582676857,257.9466717021351,1,6690
194,497.0,3.2690140217866186,412.7470101903607,1,6712
195,427.0,3.6721858322522847,353.48922334277665,1,6779
196,186.0,4.6892173385492235,467.99270370787326,1,6790
197,551.0,3.6965839765652353,327.42420340835645,1,6887
198,721.0,4.648924052462318,206.68386539939655,1,6901
199,589.0,4.224425550422127,389.4003155841697,1,6935
200,104.0,2.8413347532553677,208.05870616401123,1,6936
201,694.0,3.0796062599745326,157.35436002475046,1,7032
202,367.0,4.208048306438254,169.39413538887155,1,7040
203,686.0,3.5299739054103725,429.712343607276,1,7054
204,699.0,3.7576529248008743,427.7098673415863,1,7208
205,91.0,2.328065694994398,211.47489498888788,1,7215
206,162.0,3.5345176351071896,221.99263737716655,1,7242
207,163.0,3.204324404367353,360.37520971493007,1,7256
208,76.0,3.5149545760281136,525.2463879692333,1,7264
209,726.0,3.660529447974004,259.3297473064813,1,7270
210,245.0,3.3884535050921287,218.78501759274036,1,7372
211,328.0,3.9266673427753025,403.1023366290608,1,7374
212,164.0,2.4629418299511476,310.3254174935836,1,7447
213,100.0,2.3855596970196795,255.83709340335596,1,7455
214,473.0,2.382507872204193,321.8605928267879,1,7464
215,524.0,2.596588585419773,253.7092002741585,1,7471
216,27.0,4.4749871193347825,323.2662610988314,1,7556
217,195.0,4.038932730585188,319.0644747138627,1,7680
218,68.0,3.5268445708309235,383.476088854786,1,7686
219,450.0,2.831032937232669,375.49944032819917,1,7730
220,54.0,3.914245059139139,323.7760774342457,1,7763
221,504.0,4.239741121561204,169.97392528901295,1,7788
222,605.0,3.855548193763069,442.28334754272163,1,7800
223,100.0,3.6686494909750023,341.36027041634657,1,7808
224,516.0,4.2302503125367235,514.0418616981681,1,7819
225,569.0,2.9560107576258563,338.5087511217259,1,7831
226,709.0,3.1962184306983135,319.03957103200344,1,7888
227,356.0,2.7762477763994635,359.00885055091794,1,7950
228,557.0,3.651557371542607,353.426977122341,1,7969
229,606.0,3.4291266248768117,198.7005716455335,1,7981
230,590.0,3.832496502580848,227.84200023963473,1,8058
231,469.0,3.4021528165229498,401.94509357530853,1,8067
232,507.0,3.259580148787779,241.2026132470384,1,8144
233,331.0,3.151181956850675,126.14358882102658,1,8191
234,531.0,3.6999511779349543,324.55858557517774,1,8223
235,727.0,4.533851402203362,188.33954595531057,1,8245
236,410.0,2.018049601183553,301.50230508646877,1,8296
237,550.0,2.1864745426769927,374.3466060926107,1,8310
238,692.0,3.341373403313364,198.68108516121043,1,8320
239,398.0,3.326780507909543,389.0953128832999,1,8364
240,150.0,4.204067712007298,193.44710973026753,1,8370
241,309.0,4.871364994941846,455.42027449092143,1,8423
242,291.0,4.1526015736245965,260.9442108419818,1,8424
243,18.0,3.379724991416423,392.04109079056934,1,8477
244,195.0,3.9488530497949217,360.57308906749853,1,8504
245,640.0,4.374225651844792,255.5681013999102,1,8552
246,708.0,2.8923508375709353,324.1422221239063,1,8573
247,372.0,2.4846446837874994,574.3712141173751,1,8609
248,706.0,3.6593897381426386,145.4318006965621,1,8676
249,176.0,2.88754863747373,244.5179322867535,1,8715
250,332.0,2.4623973767013774,359.32585885519114,1,8722
251,157.0,2.4325797263089246,185.58700690394897,1,8769
252,360.0,3.299961182801427,380.7256257642621,1,8844
253,455.0,4.106824226447969,239.74327409908392,1,8867
254,689.0,4.139166532034241,222.1501383436402,1,8883
255,590.0,3.7795655986014047,285.4215657706236,1,8886
256,656.0,2.9846281691610335,267.6528869055964,1,8907
257,223.0,,421.7123858182881,1,8910
258,628.0,2.991187323819373,265.12105298469925,1,8920
259,581.0,3.778866372414547,257.8511093006188,1,8987
260,363.0,4.239780746473563,254.57163451206523,1,9000
261,514.0,3.31627720963598,292.0449574895682,1,9003
262,345.0,2.2397840130297357,326.83060871153805,1,9098
263,429.0,3.232180540864402,196.4332513457038,1,9107
264,198.0,3.8884877700759684,259.7676867105945,1,9127
265,636.0,3.8320926866482314,269.1156871436417,1,9140
266,599.0,3.2859613394784404,182.78251232591583,1,9160
267,429.0,2.93176253506751,412.8410105121475,1,9182
268,716.0,2.9827185749784997,173.09763175903774,1,9199
269,214.0,3.004567689933627,285.5521251178026,1,9207
270,515.0,3.604408660954938,241.13446394826028,1,9229
271,465.0,4.156510346530981,324.30191881105713,1,9251
272,598.0,3.365728790523967,318.17085160184126,1,9269
273,248.0,4.54267180130603,427.5249916806053,1,9291
274,630.0,3.385512548527832,311.01230213690883,1,9332
275,114.0,3.0951346891172165,334.8186080843701,1,9344
276,12.0,4.921294581344573,313.25898338191075,1,9364
277,113.0,4.451173257071963,426.85065493502066,1,9382
278,688.0,3.858325827424699,159.0248073262187,1,9419
279,324.0,3.3137484972288327,447.86102826205394,1,9431
280,486.0,3.2317926043847436,432.3746187157751,1,9436
281,532.0,3.426315883549649,394.60960133273863,1,9461
282,163.0,4.243322144314604,384.11851972462307,1,9539
283,166.0,3.364943627082714,65.64880876839086,1,9545
284,139.0,,254.74216108931526,1,9615
285,591.0,3.272236227201378,283.83134370226327,1,9633
286,48.0,3.794836517744203,362.7910564179683,1,9665
287,304.0,2.6801580952226165,367.6389741133297,1,9694
288,616.0,4.443664727064954,417.77288497656855,1,9700
289,285.0,2.948144866087254,263.87677118285455,1,9738
290,315.0,3.264954874349084,229.44843516839364,1,9752
291,192.0,4.619101434639633,327.23214557010783,1,9764
292,566.0,4.373008648609269,417.88827613564484,1,9770
293,190.0,2.966792780167374,172.82337582072785,1,9830
294,722.0,3.1245967388636675,233.16949363542062,1,9841
295,25.0,4.198482221851042,242.7992895597016,1,9875
296,229.0,2.7140748504855905,471.26550636927686,1,9888
297,399.0,2.431857405007443,39.64976633993069,1,9895
298,611.0,3.2760600944162155,353.40721338861226,1,9919
299,229.0,3.376285012037914,258.7505138414211,1,9982
300,395.0,3.280101665238333,363.57625452005254,1,10010
301,134.0,2.624088466181176,252.62096854644628,1,10093
302,677.0,3.9237744652329587,313.71449593891214,1,10109
303,581.0,4.709433875091054,469.1614072464913,1,10121
304,249.0,3.476385198022883,210.10092515075564,1,10155
305,,2.776269584670623,476.74896028882193,1,10224
306,525.0,2.03376726666089,463.9277636222597,1,10416
307,440.0,2.842206489048297,427.6935541770555,1,10421
308,650.0,4.125644343675235,252.8162551828288,1,10422
309,450.0,4.21920582805059,320.8767428582305,1,10446
310,19.0,3.334808223863273,517.3211914549257,1,10505
311,412.0,3.3705996015611004,367.79872589365954,1,10506
312,349.0,1.8170338672980668,339.0935250484635,1,10546
313,526.0,1.4103617724001893,244.6802087408792,1,10578
314,720.0,2.238129052419188,394.2976518254042,1,10645
315,677.0,4.824591496582881,269.8933783549718,1,10655
316,422.0,2.81253805352349,402.92245511543894,1,10679
317,280.0,3.717213519851291,207.2411238337388,1,10703
318,307.0,3.554914411490131,360.50287965301976,1,10707
319,342.0,3.0581004831634657,120.17189771858776,1,10809
320,599.0,5.0124106870814344,309.96533477172363,1,10835
321,488.0,3.0976052277753263,346.5951823296755,1,11014
322,475.0,3.157035437605993,137.50413702614273,1,11094
323,495.0,4.813135701579622,291.27284149074274,1,11101
324,88.0,2.6673486554476242,343.9892910946783,1,11185
325,588.0,3.322951550170111,425.90605192204384,1,11307
326,131.0,2.5484887849753504,409.8144863368073,1,11398
327,319.0,4.822283064341229,623.5992299233767,1,11411
328,371.0,3.426680787561893,60.91891862530156,1,11423
329,334.0,4.38863544954887,288.7365358522444,1,11430
330,,2.6193658292368576,336.5555651645677,1,11462
331,430.0,4.6690863916712075,259.22538765384394,1,11496
332,573.0,1.7029546301238483,504.83523489186933,1,11632
333,104.0,4.485045294889192,312.27826673550743,1,11688
334,719.0,4.353293729137766,290.5981486962654,1,11778
335,254.0,3.3040980868109697,298.91428041530884,1,11783
336,631.0,2.9647453111183126,270.9445510307351,1,11819
337,418.0,4.272096402529268,323.5045660272784,1,11879
338,453.0,2.882725211043246,299.3442580458832,1,11916
339,664.0,2.532488020530838,228.44078867724397,1,11927
340,180.0,4.254685469193641,244.1659941899161,1,11929
341,20.0,2.996691947322449,391.03940859251225,1,11973
342,307.0,3.3956464935872184,273.3810632550355,1,11979
343,347.0,4.007492195196836,322.9028304122229,1,12031
344,199.0,3.176354028128837,201.55160049739635,1,12145
345,168.0,3.104978891374024,124.58855079218796,1,12160
346,417.0,3.0716169383505445,325.0787498561491,1,12166
347,520.0,3.956823398088141,307.30608567940413,1,12200
348,253.0,2.7395100528871064,365.16203300594896,1,12219
349,629.0,2.8505908596850835,318.1897616882636,1,12259
350,674.0,3.7448537894289986,192.2612657424176,1,12291
351,517.0,4.021165354192121,193.63114403493694,1,12300
352,418.0,3.901525321040303,334.74826565025705,1,12330
353,238.0,2.768656701775902,347.40757947375414,1,12344
354,31.0,3.8568955479473166,370.1813764462901,1,12363
355,337.0,1.9190395294284306,243.34143146341498,1,12366
356,239.0,4.303189727300758,174.41962800014943,1,12415
357,104.0,3.592428694645533,248.226179253263,1,12443
358,223.0,3.169171609431182,186.54138612412788,1,12451
359,539.0,3.570985001577079,471.49957104017204,1,12466
360,178.0,3.3080280585711646,280.98914681466147,1,12531
361,339.0,2.271242646491136,381.4368660348675,1,12572
362,200.0,2.8871859998853378,264.1644830618193,1,12614
363,-6.0,3.2805355686596664,304.8683169160352,1,12616
364,698.0,2.2208895805063884,302.7135479759486,1,12650
365,509.0,3.3506740776977733,315.2446662009953,1,12730
366,701.0,4.1316487371849036,293.1746132281297,1,12750
367,419.0,3.134964670654254,191.73767978968303,1,12769
368,566.0,2.9497519033511095,341.55519783168864,1,12798
369,347.0,2.801390466081301,419.21084482733625,1,12812
370,191.0,3.758956967301902,436.8062257357699,1,12898
371,108.0,4.471899272289612,229.87229042403203,1,12907
372,93.0,2.9486449150508762,237.29086570166768,1,13037
373,336.0,3.890987128570404,250.7497404913632,1,13047
374,489.0,3.779211233731403,312.61914545038,1,13080
375,-1.0,2.511441455273437,369.35447955631037,1,13085
376,566.0,3.123423151485908,241.4881937643618,1,13155
377,678.0,2.3684300104076517,405.9520792198031,1,13222
378,222.0,3.3795926649469896,112.72853444084907,1,13231
379,545.0,4.022123293389332,174.26820249274692,1,13236
380,379.0,2.4103501307609947,264.29284719514783,1,13304
381,595.0,3.6927715260217244,247.8601494277954,1,13328
382,688.0,2.8458675717218194,348.8748713106653,1,13379
383,-9.0,3.6309130494628166,356.9529340236093,1,13390
384,375.0,3.8316468958331265,342.21811537176586,1,13455
385,686.0,3.9072674975517803,132.99291814960867,1,13473
386,720.0,3.125486618597866,169.09704541587328,1,13493
387,40.0,3.6157417799914118,309.90007560909135,1,13618
388,28.0,4.092583752342729,293.7333044636997,1,13623
389,251.0,2.545984362927797,245.8678385881231,1,13637
390,16.0,3.6270331359362435,423.70573024601373,1,13698
391,265.0,3.7711551032494137,153.848907695266,1,13742
392,224.0,3.233269673182164,410.28345746651104,1,13745
393,570.0,4.323348943011789,275.03049638143716,1,13755
394,147.0,,276.1650019040783,1,13764
395,370.0,3.5075653309306176,259.0979931649535,1,13882
396,172.0,4.352168288000223,333.6606575982566,1,13951
397,200.0,2.9777983790479805,408.849008242537,1,13970
398,362.0,4.142618637053246,116.6140772175037,1,13992
399,199.0,4.546923923241073,202.7221407670623,1,13997
400,40.0,3.5868374864846913,79.2810756171427,1,14011
401,634.0,4.178459784313557,216.87560756879427,1,14015
402,552.0,3.532582365607258,431.09518366983207,1,14181
403,405.0,4.323408176440957,287.5786513390876,1,14242
404,699.0,3.2695804163377202,419.45221568621434,1,14275
405,253.0,3.1200260390659147,110.58092076435389,1,14318
406,460.0,4.511975739384366,127.60427788843728,1,14326
407,-1.0,3.461779463029713,174.26648344924058,1,14327
408,395.0,2.015176416470973,311.70053236331967,1,14340
409,34.0,2.8481127933138244,394.1825293407157,1,14415
410,479.0,2.7597607815696357,259.6534493515839,1,14424
411,589.0,3.9607232499806,266.5129090729742,1,14446
412,677.0,3.112018832451411,103.02732834924706,1,14504
413,700.0,4.2582292165515705,271.5718604853195,1,14583
414,412.0,2.983708548119126,223.81367335742715,1,14639
415,225.0,5.00278868479959,281.52340824138923,1,14737
416,204.0,2.6652352269013537,271.7969406750082,1,14783
417,703.0,2.4264684876728593,372.25865542050167,1,14784
418,294.0,2.2988227634351164,467.50441395859514,1,14861
419,688.0,3.6525676368783704,333.29957146461226,1,14895
420,345.0,2.481662277288086,232.25270942463317,1,14912
421,704.0,3.664453796824745,307.64716731565636,1,14925
422,460.0,3.4406474822428663,404.4650975920325,1,14936
423,509.0,2.9443680622218205,490.6845182094366,1,14985
424,182.0,4.220961562637959,293.97183076694665,1,14992
425,531.0,3.2125555400552157,316.84831200713916,1,14997
426,390.0,3.382485768409243,410.90877184018143,1,14998
427,233.0,4.517902254891258,177.30803419080604,1,15000
428,592.0,2.9990960605267842,346.29844702618817,1,15018
429,325.0,1.9430440800031596,296.0921667996849,1,15036
430,685.0,3.8434674401252487,158.84345100255703,1,15040
431,152.0,4.78327230570839,109.27302724036915,1,15104
432,351.0,2.7033625958102303,294.89015870340245,1,15191
433,67.0,3.6701209798257404,271.31099834431376,1,15320
434,22.0,2.6700312727768822,212.6421207165373,1,15322
435,471.0,3.8741965037307464,499.5967222073152,1,15372
436,567.0,3.379708697851801,370.8692777040948,1,15478
437,200.0,2.9545861721345092,134.73700128911966,1,15497
438,322.0,4.173847233277799,182.38425350090375,1,15540
439,593.0,3.614203614452383,355.3016729038296,1,15738
440,468.0,2.233145329065314,147.40707229047615,1,15861
441,415.0,3.8908623329616345,23.432647242754285,1,15876
442,625.0,3.653570152020076,344.64428999361263,1,15878
443,411.0,3.247612373854417,210.38580623657987,1,15892
444,493.0,2.582748682441098,333.16020380245334,1,15897
445,139.0,3.8847663583833363,297.65374720997505,1,15921
446,286.0,1.7508731109955131,269.4933278493496,1,15945
447,519.0,,340.2047495734331,1,15961
448,558.0,2.661586030690396,283.8615938804991,1,15980
449,165.0,2.2877634770142805,330.72242325192224,1,16004
450,218.0,3.3098169349390076,77.50957789056093,1,16053
451,189.0,4.410000975472199,264.40950031893294,1,16113
452,432.0,2.3565553949570877,392.61682576866616,1,16132
453,127.0,3.8467068013387844,353.02741441107145,1,16158
454,139.0,3.300917639767244,319.52381163518,1,16180
455,39.0,2.855356211182306,313.4469659454858,1,16263
456,22.0,3.1263739679439286,349.06238886635913,1,16280
457,353.0,3.554341851264519,313.5161831089025,1,16304
458,665.0,3.441682001767219,290.5885831769022,1,16321
459,518.0,5.492111265849381,297.88310458692416,1,16351
460,152.0,3.5943359996295374,413.697004403664,1,16354
461,100.0,3.767891227728602,253.16929843837843,1,16360
462,190.0,2.9564914930079738,128.40047797741138,1,16413
463,140.0,2.6922093861554304,355.1058714583611,1,16419
464,-1.0,3.9770552133838857,376.4688668635899,1,16423
465,701.0,4.303452249079648,322.29441072460145,1,16432
466,254.0,2.3931740276897435,293.26587673370483,1,16435
467,219.0,3.413674365569193,177.89774612357007,1,16490
468,284.0,3.5871284142513113,365.5591371831993,1,16504
469,611.0,4.215630303847345,481.0366332145601,1,16564
470,297.0,5.224791907631138,419.19606748403976,1,16593
471,522.0,4.183331987798755,345.8569185335952,1,16677
472,655.0,4.195318533373259,279.3384083070554,1,16684
473,550.0,4.328556456802205,198.11954590507332,1,16724
474,187.0,3.3671925975567065,332.3121892149512,1,16739
475,219.0,3.5645274881311853,321.7248817853754,1,16771
476,443.0,2.859154829887015,317.37963357660396,1,5755
477,206.0,3.41917798134112,199.67977843992531,1,1929
478,331.0,4.034929193373923,369.30996156002925,1,2028
479,614.0,3.445669899454635,402.3290137405886,1,2054
480,446.0,2.695974162265155,147.97629604487423,1,1355
481,497.0,2.754490086709726,376.73224048843025,1,5795
482,212.0,3.161737820870717,307.55472534770536,1,2113
483,630.0,4.094410647636643,179.84804818413403,1,2152
484,287.0,2.944686641540599,213.83687603204945,1,16802
485,699.0,4.128142824164335,239.7988916847704,1,16805
486,556.0,2.6317887928597488,458.56369408993913,1,16812
487,643.0,3.127774515179426,355.1028412650324,1,2214
488,24.0,3.5461804888287314,290.5565277273379,1,16819
489,635.0,3.186338138230881,176.08250583217344,1,2232
490,297.0,2.2200483137683795,365.83104079209454,1,2277
491,219.0,3.9800537073226763,420.769949820587,1,16842
492,534.0,3.880940326489553,312.652419048169,1,2342
493,540.0,3.24122485759576,353.3260735128353,1,2347
494,698.0,3.3399020941869497,248.46219270147773,1,16899
495,255.0,4.682498020277071,300.80289483823134,1,16944
496,714.0,3.409019136241354,70.28106245694084,1,16966
497,342.0,,132.61325567430774,1,16999
498,691.0,3.73474118390671,337.4045139142372,1,17062
499,529.0,3.366465440251196,375.25959993095137,1,17116
500,-1.0,2.894155294031725,297.63534386651065,1,17148
501,561.0,3.745025617544097,279.2983042993476,1,17159
502,122.0,4.4238237287130815,275.2334552925089,1,17208
503,73.0,2.9177748525950333,335.6990783296403,1,17349
504,456.0,4.572463855195682,390.99816185915455,1,17419
505,483.0,2.129197068616025,292.1009744656947,1,17430
506,706.0,3.468087769313149,346.4277080874833,1,17457
507,353.0,1.9743942479225227,410.3385420055596,1,17463
508,665.0,3.227543138020832,396.8460035556079,1,17485
509,608.0,4.302725291362032,404.9525381115204,1,17598
510,258.0,2.7866650783450693,407.8242124596458,1,17633
511,620.0,2.4679404341008353,453.8325254884571,1,17675
