id_lote,lote,id_t_id,id_marca,id_tipo
218,G80V76K50U53J80T71,218,6,1
219,G80V76K50U54J80T71,219,29,1
220,G80V76K50U55J80T71,220,34,1
221,G80V76K50U56J80T71,221,22,1
222,G80V76K50U57J80T71,222,9,1
223,G80V76K51J80T71,223,24,1
224,G80V76K51L46V78M,224,26,1
225,G80V76K51L48J80T71,225,24,1
226,G80V76K51L49J80T71,226,5,1
227,G80V76K51L50J80T71,227,27,1
228,G80V76K51L51J80T71,228,29,1
229,G80V76K51L52J80T71,229,14,1
230,G80V76K51L53J80T71,230,1,1
231,G80V76K51L54J80T71,231,29,1
232,G80V76K51L55J80T71,232,26,1
233,G80V76K51L56J80T71,233,5,1
234,G80V76K51L57J80T71,234,12,1
235,G80V76K51M46V78M,235,5,1
236,G80V76K51M48J80T71,236,1,1
237,G80V76K51M49J80T71,237,14,1
238,G80V76K51M50J80T71,238,5,1
239,G80V76K51M51J80T71,239,26,1
240,G80V76K51M52J80T71,240,8,1
241,G80V76K51M53J80T71,241,5,1
242,G80V76K51M54J80T71,242,24,1
243,G80V76K51M55J80T71,243,18,1
244,G80V76K51M56J80T71,244,2,1
245,G80V76K51M57J80T71,245,14,1
246,G80V76K51N46V78M,246,18,1
247,G80V76K51N48J80T71,247,14,1
248,G80V76K51N49J80T71,248,3,1
249,G80V76K51N50J80T71,249,16,1
250,G80V76K51N51J80T71,250,25,1
251,G80V76K51N52J80T71,251,21,1
252,G80V76K51N53J80T71,252,23,1
253,G80V76K51N54J80T71,253,1,1
254,G80V76K51N55J80T71,254,31,1
255,G80V76K51N56J80T71,255,2,1
256,G80V76K51N57J80T71,256,31,1
257,G80V76K51O46V78M,257,1,1
258,G80V76K51O48J80T71,258,7,1
259,G80V76K51O49J80T71,259,12,1
260,G80V76K51O50J80T71,260,27,1
261,G80V76K51O51J80T71,261,10,1
262,G80V76K51O52J80T71,262,26,1
263,G80V76K51O53J80T71,263,20,1
264,G80V76K51O54J80T71,264,33,1
265,G80V76K51O55J80T71,265,27,1
266,G80V76K51O56J80T71,266,34,1
267,G80V76K51O57J80T71,267,16,1
268,G80V76K51P46V78M,268,25,1
269,G80V76K51P48J80T71,269,3,1
270,G80V76K51P49J80T71,270,12,1
271,G80V76K51P50J80T71,271,18,1
272,G80V76K51P51J80T71,272,4,1
273,G80V76K51P52J80T71,273,31,1
274,G80V76K51P53J80T71,274,16,1
275,G80V76K51P54J80T71,275,34,1
276,G80V76K51P55J80T71,276,23,1
277,G80V76K51P56J80T71,277,11,1
278,G80V76K51P57J80T71,278,15,1
279,G80V76K51Q46V78M,279,30,1
280,G80V76K51Q48J80T71,280,9,1
281,G80V76K51Q49J80T71,281,5,1
282,G80V76K51Q50J80T71,282,22,1
283,G80V76K51Q51J80T71,283,20,1
284,G80V76K51Q52J80T71,284,13,1
285,G80V76K51Q53J80T71,285,26,1
286,G80V76K51Q54J80T71,286,25,1
287,G80V76K51Q55J80T71,287,9,1
288,G80V76K51Q56J80T71,288,29,1
289,G80V76K51Q57J80T71,289,27,1
290,G80V76K51R46V78M,290,2,1
291,G80V76K51R48J80T71,291,31,1
292,G80V76K51R49J80T71,292,17,1
293,G80V76K51R50J80T71,293,5,1
294,G80V76K51R51J80T71,294,16,1
295,G80V76K51R52J80T71,295,33,1
296,G80V76K51R53J80T71,296,1,1
297,G80V76K51R54J80T71,297,9,1
298,G80V76K51R55J80T71,298,6,1
299,G80V76K51R56J80T71,299,23,1
300,G80V76K51R57J80T71,300,17,1
301,G80V76K51S46V78M,301,28,1
302,G80V76K51S48J80T71,302,21,1
303,G80V76K51S49J80T71,303,3,1
304,G80V76K51S50J80T71,304,10,1
305,G80V76K51S51J80T71,305,8,1
306,G80V76K51S52J80T71,306,1,1
307,G80V76K51S53J80T71,307,6,1
308,G80V76K51S54J80T71,308,34,1
309,G80V76K51S55J80T71,309,7,1
310,G80V76K51S56J80T71,310,26,1
311,G80V76K51S57J80T71,311,35,1
312,G80V76K51T46V78M,312,19,1
313,G80V76K51T48J80T71,313,29,1
314,G80V76K51T49J80T71,314,11,1
315,G80V76K51T50J80T71,315,7,1
316,G80V76K51T51J80T71,316,20,1
317,G80V76K51T52J80T71,317,3,1
318,G80V76K51T53J80T71,318,2,1
319,G80V76K51T54J80T71,319,16,1
320,G80V76K51T55J80T71,320,6,1
321,G80V76K51T56J80T71,321,33,1
322,G80V76K51T57J80T71,322,26,1
323,G80V76K51U46V78M,323,15,1
324,G80V76K51U48J80T71,324,9,1
325,G80V76K51U49J80T71,325,4,1
326,G80V76K51U50J80T71,326,18,1
327,G80V76K51U51J80T71,327,22,1
328,G80V76K51U52J80T71,328,5,1
329,G80V76K51U53J80T71,329,25,1
330,G80V76K51U54J80T71,330,17,1
331,G80V76K51U55J80T71,331,4,1
332,G80V76K51U56J80T71,332,7,1
333,G80V76K51U57J80T71,333,23,1
334,G80V76K52J80T71,334,1,1
335,G80V76K52L46V78M,335,32,1
336,G80V76K52L48J80T71,336,12,1
337,G80V76K52L49J80T71,337,33,1
338,G80V76K52L50J80T71,338,1,1
339,G80V76K52L51J80T71,339,25,1
340,G80V76K52L52J80T71,340,7,1
341,G80V76K52L53J80T71,341,28,1
342,G80V76K52L54J80T71,342,21,1
343,G80V76K52L55J80T71,343,16,1
344,G80V76K52L56J80T71,344,18,1
345,G80V76K52L57J80T71,345,1,1
346,G80V76K52M46V78M,346,20,1
347,G80V76K52M48J80T71,347,20,1
348,G80V76K52M49J80T71,348,26,1
349,G80V76K52M50J80T71,349,20,1
350,G80V76K52M51J80T71,350,5,1
351,G80V76K52M52J80T71,351,34,1
352,G80V76K52M53J80T71,352,25,1
353,G80V76K52M54J80T71,353,13,1
354,G80V76K52M55J80T71,354,14,1
355,G80V76K52M56J80T71,355,27,1
356,G80V76K52M57J80T71,356,11,1
357,G80V76K52N46V78M,357,8,1
358,G80V76K52N48J80T71,358,33,1
359,G80V76K52N49J80T71,359,33,1
360,G80V76K52N50J80T71,360,17,1
361,G80V76K52N51J80T71,361,10,1
362,G80V76K52N52J80T71,362,16,1
363,G80V76K52N53J80T71,363,15,1
364,G80V76K52N54J80T71,364,29,1
365,G80V76K52N55J80T71,365,32,1
366,G80V76K52N56J80T71,366,23,1
367,G80V76K52N57J80T71,367,27,1
368,G80V76K52O46V78M,368,13,1
369,G80V76K52O48J80T71,369,33,1
370,G80V76K52O49J80T71,370,4,1
371,G80V76K52O50J80T71,371,17,1
372,G80V76K52O51J80T71,372,18,1
373,G80V76K52O52J80T71,373,34,1
374,G80V76K52O53J80T71,374,3,1
375,G80V76K52O54J80T71,375,33,1
376,G80V76K52O55J80T71,376,17,1
377,G80V76K52O56J80T71,377,20,1
378,G80V76K52O57J80T71,378,6,1
379,G80V76K52P46V78M,379,12,1
380,G80V76K52P48J80T71,380,29,1
381,G80V76K52P49J80T71,381,26,1
382,G80V76K52P50J80T71,382,2,1
383,G80V76K52P51J80T71,383,27,1
384,G80V76K52P52J80T71,384,5,1
385,G80V76K52P53J80T71,385,35,1
386,G80V76K52P54J80T71,386,13,1
387,G80V76K52P55J80T71,387,34,1
388,G80V76K52P56J80T71,388,29,1
389,G80V76K52P57J80T71,389,17,1
390,G80V76K52Q46V78M,390,21,1
391,G80V76K52Q48J80T71,391,35,1
392,G80V76K52Q49J80T71,392,15,1
393,G80V76K52Q50J80T71,393,5,1
394,G80V76K52Q51J80T71,394,21,1
395,G80V76K52Q52J80T71,395,33,1
396,G80V76K52Q53J80T71,396,28,1
397,G80V76K52Q54J80T71,397,22,1
398,G80V76K52Q55J80T71,398,18,1
399,G80V76K52Q56J80T71,399,33,1
400,G80V76K52Q57J80T71,400,10,1
401,G80V76K52R46V78M,401,4,1
402,G80V76K52R48J80T71,402,28,1
403,G80V76K52R49J80T71,403,17,1
404,G80V76K52R50J80T71,404,10,1
405,G80V76K52R51J80T71,405,30,1
406,G80V76K52R52J80T71,406,1,1
407,G80V76K52R53J80T71,407,14,1
408,G80V76K52R54J80T71,408,20,1
409,G80V76K52R55J80T71,409,29,1
410,G80V76K52R56J80T71,410,18,1
411,G80V76K52R57J80T71,411,24,1
412,G80V76K52S46V78M,412,17,1
413,G80V76K52S48J80T71,413,32,1
414,G80V76K52S49J80T71,414,20,1
415,G80V76K52S50J80T71,415,17,1
416,G80V76K52S51J80T71,416,3,1
417,G80V76K52S52J80T71,417,25,1
418,G80V76K52S53J80T71,418,17,1
419,G80V76K52S54J80T71,419,16,1
420,G80V76K52S55J80T71,420,28,1
421,G80V76K52S56J80T71,421,29,1
422,G80V76K52S57J80T71,422,15,1
423,G80V76K52T46V78M,423,25,1
424,G80V76K52T48J80T71,424,28,1
425,G80V76K52T49J80T71,425,18,1
426,G80V76K52T50J80T71,426,17,1
427,G80V76K52T51J80T71,427,26,1
428,G80V76K52T52J80T71,428,21,1
429,G80V76K52T53J80T71,429,16,1
430,G80V76K52T54J80T71,430,9,1
431,G80V76K52T55J80T71,431,20,1
432,G80V76K52T56J80T71,432,35,1
433,G80V76K52T57J80T71,433,28,1
434,G80V76K52U46V78M,434,31,1
435,G80V76K52U48J80T71,435,9,1
436,G80V76K52U49J80T71,436,1,1
437,G80V76K52U50J80T71,437,34,1
438,G80V76K52U51J80T71,438,29,1
439,G80V76K52U52J80T71,439,17,1
440,G80V76K52U53J80T71,440,25,1
441,G80V76K52U54J80T71,441,1,1
442,G80V76K52U55J80T71,442,16,1
443,G80V76K52U56J80T71,443,24,1
444,G80V76K52U57J80T71,444,9,1
445,G80V76K53J80T71,445,3,1
446,G80V76K53L46V78M,446,33,1
447,G80V76K53L48J80T71,447,28,1
448,G80V76K53L49J80T71,448,16,1
449,G80V76K53L50J80T71,449,6,1
450,G80V76K53L51J80T71,450,26,1
451,G80V76K53L52J80T71,451,8,1
452,G80V76K53L53J80T71,452,33,1
453,G80V76K53L54J80T71,453,4,1
454,G80V76K53L55J80T71,454,22,1
455,G80V76K53L56J80T71,455,17,1
456,G80V76K53L57J80T71,456,3,1
457,G80V76K53M46V78M,457,12,1
458,G80V76K53M48J80T71,458,27,1
459,G80V76K53M49J80T71,459,31,1
460,G80V76K53M50J80T71,460,23,1
461,G80V76K53M51J80T71,461,3,1
462,G80V76K53M52J80T71,462,35,1
463,G80V76K53M53J80T71,463,33,1
464,G80V76K53M54J80T71,464,19,1
465,G80V76K53M55J80T71,465,18,1
466,G80V76K53M56J80T71,466,35,1
467,G80V76K53M57J80T71,467,35,1
468,G80V76K53N46V78M,468,1,1
469,G80V76K53N48J80T71,469,22,1
470,G80V76K53N49J80T71,470,4,1
471,G80V76K53N50J80T71,471,14,1
472,G80V76K53N51J80T71,472,24,1
473,G80V76K53N52J80T71,473,6,1
474,G80V76K53N53J80T71,474,28,1
475,G80V76K53N54J80T71,475,7,1
476,G80V76K53N55J80T71,476,25,1
477,G80V76K53N56J80T71,477,18,1
478,G80V76K53N57J80T71,478,10,1
479,G80V76K53O46V78M,479,7,1
480,G80V76K53O48J80T71,480,12,1
481,G80V76K53O49J80T71,481,23,1
482,G80V76K53O50J80T71,482,30,1
483,G80V76K53O51J80T71,483,12,1
484,G80V76K53O52J80T71,484,32,1
485,G80V76K53O53J80T71,485,18,1
486,G80V76K53O54J80T71,486,10,1
487,G80V76K53O55J80T71,487,11,1
488,G80V76K53O56J80T71,488,32,1
489,G80V76K53O57J80T71,489,9,1
490,G80V76K53P46V78M,490,15,1
491,G80V76K53P48J80T71,491,4,1
492,G80V76K53P49J80T71,492,34,1
493,G80V76K53P50J80T71,493,2,1
494,G80V76K53P51J80T71,494,33,1
495,G80V76K53P52J80T71,495,34,1
496,G80V76K53P53J80T71,496,23,1
497,G80V76K53P54J80T71,497,18,1
498,G80V76K53P55J80T71,498,30,1
499,G80V76K53P56J80T71,499,18,1
500,G80V76K53P57J80T71,500,28,1
501,G80V76K53Q46V78M,501,31,1
502,G80V76K53Q48J80T71,502,30,1
503,G80V76K53Q49J80T71,503,35,1
504,G80V76K53Q50J80T71,504,8,1
505,G80V76K53Q51J80T71,505,2,1
506,G80V76K53Q52J80T71,506,21,1
507,G80V76K53Q53J80T71,507,35,1
508,G80V76K53Q54J80T71,508,9,1
509,G80V76K53Q55J80T71,509,35,1
510,G80V76K53Q56J80T71,510,24,1
511,G80V76K53Q57J80T71,511,28,1
512,G80V76K53R46V78M,512,20,1
513,G80V76K53R48J80T71,513,1,1
514,G80V76K53R49J80T71,514,21,1
515,G80V76K53R50J80T71,515,33,1
516,G80V76K53R51J80T71,516,21,1
517,G80V76K53R52J80T71,517,10,1
518,G80V76K53R53J80T71,518,20,1
519,G80V76K53R54J80T71,519,3,1
520,G80V76K53R55J80T71,520,11,1
521,G80V76K53R56J80T71,521,31,1
522,G80V76K53R57J80T71,522,23,1
523,G80V76K53S46V78M,523,30,1
524,G80V76K53S48J80T71,524,2,1
525,G80V76K53S49J80T71,525,21,1
526,G80V76K53S50J80T71,526,9,1
527,G80V76K53S51J80T71,527,2,1
528,G80V76K53S52J80T71,528,31,1
529,G80V76K53S53J80T71,529,24,1
530,G80V76K53S54J80T71,530,29,1
531,G80V76K53S55J80T71,531,27,1
532,G80V76K53S56J80T71,532,13,1
533,G80V76K53S57J80T71,533,21,1
534,G80V76K53T46V78M,534,1,1
535,G80V76K53T48J80T71,535,25,1
536,G80V76K53T49J80T71,536,26,1
537,G80V76K53T50J80T71,537,4,1
538,G80V76K53T51J80T71,538,26,1
539,G80V76K53T52J80T71,539,18,1
540,G80V76K53T53J80T71,540,4,1
541,G80V76K53T54J80T71,541,29,1
542,G80V76K53T55J80T71,542,27,1
543,G80V76K53T56J80T71,543,21,1
544,G80V76K53T57J80T71,544,12,1
545,G80V76K53U46V78M,545,3,1
546,G80V76K53U48J80T71,546,3,1
547,G80V76K53U49J80T71,547,5,1
548,G80V76K53U50J80T71,548,14,1
549,G80V76K53U51J80T71,549,29,1
550,G80V76K53U52J80T71,550,29,1
551,G80V76K53U53J80T71,551,6,1
552,G80V76K53U54J80T71,552,24,1
553,G80V76K53U55J80T71,553,22,1
554,G80V76K53U56J80T71,554,7,1
555,G80V76K53U57J80T71,555,23,1
556,G80V76K54J80T71,556,23,1
557,G80V76K54L46V78M,557,21,1
558,G80V76K54L48J80T71,558,10,1
559,G80V76K54L49J80T71,559,35,1
560,G80V76K54L50J80T71,560,8,1
561,G80V76K54L51J80T71,561,31,1
562,G80V76K54L52J80T71,562,1,1
563,G80V76K54L53J80T71,563,13,1
564,G80V76K54L54J80T71,564,34,1
565,G80V76K54L55J80T71,565,2,1
566,G80V76K54L56J80T71,566,11,1
567,G80V76K54L57J80T71,567,21,1
568,G80V76K54M46V78M,568,2,1
569,G80V76K54M48J80T71,569,5,1
570,G80V76K54M49J80T71,570,25,1
571,G80V76K54M50J80T71,571,27,1
572,G80V76K54M51J80T71,572,12,1
573,G80V76K54M52J80T71,573,2,1
574,G80V76K54M53J80T71,574,13,1
575,G80V76K54M54J80T71,575,33,1
576,G80V76K54M55J80T71,576,20,1
577,G80V76K54M56J80T71,577,11,1
578,G80V76K54M57J80T71,578,6,1
579,G80V76K54N46V78M,579,8,1
580,G80V76K54N48J80T71,580,10,1
581,G80V76K54N49J80T71,581,13,1
582,G80V76K54N50J80T71,582,13,1
583,G80V76K54N51J80T71,583,16,1
584,G80V76K54N52J80T71,584,32,1
585,G80V76K54N53J80T71,585,15,1
586,G80V76K54N54J80T71,586,20,1
587,G80V76K54N55J80T71,587,11,1
588,G80V76K54N56J80T71,588,9,1
589,G80V76K54N57J80T71,589,6,1
590,G80V76K54O46V78M,590,26,1
591,G80V76K54O48J80T71,591,6,1
592,G80V76K54O49J80T71,592,18,1
593,G80V76K54O50J80T71,593,30,1
594,G80V76K54O51J80T71,594,12,1
595,G80V76K54O52J80T71,595,20,1
596,G80V76K54O53J80T71,596,20,1
597,G80V76K54O54J80T71,597,25,1
598,G80V76K54O55J80T71,598,21,1
599,G80V76K54O56J80T71,599,29,1
600,G80V76K54O57J80T71,600,5,1
601,G80V76K54P46V78M,601,16,1
602,G80V76K54P48J80T71,602,29,1
603,G80V76K54P49J80T71,603,4,1
604,G80V76K54P50J80T71,604,25,1
605,G80V76K54P51J80T71,605,19,1
606,G80V76K54P52J80T71,606,20,1
607,G80V76K54P53J80T71,607,25,1
608,G80V76K54P54J80T71,608,14,1
609,G80V76K54P55J80T71,609,21,1
610,G80V76K54P56J80T71,610,1,1
611,G80V76K54P57J80T71,611,30,1
612,G80V76K54Q46V78M,612,32,1
613,G80V76K54Q48J80T71,613,28,1
614,G80V76K54Q49J80T71,614,12,1
615,G80V76K54Q50J80T71,615,3,1
616,G80V76K54Q51J80T71,616,1,1
617,G80V76K54Q52J80T71,617,17,1
618,G80V76K54Q53J80T71,618,18,1
619,G80V76K54Q54J80T71,619,3,1
620,G80V76K54Q55J80T71,620,17,1
621,G80V76K54Q56J80T71,621,25,1
622,G80V76K54Q57J80T71,622,34,1
623,G80V76K54R46V78M,623,33,1
624,G80V76K54R48J80T71,624,32,1
625,G80V76K54R49J80T71,625,6,1
626,G80V76K54R50J80T71,626,27,1
627,G80V76K54R51J80T71,627,24,1
628,G80V76K54R52J80T71,628,9,1
629,G80V76K54R53J80T71,629,34,1
630,G80V76K54R54J80T71,630,13,1
631,G80V76K54R55J80T71,631,5,1
632,G80V76K54R56J80T71,632,31,1
633,G80V76K54R57J80T71,633,11,1
634,G80V76K54S46V78M,634,15,1
635,G80V76K54S48J80T71,635,14,1
636,G80V76K54S49J80T71,636,30,1
637,G80V76K54S50J80T71,637,24,1
638,G80V76K54S51J80T71,638,24,1
639,G80V76K54S52J80T71,639,23,1
640,G80V76K54S53J80T71,640,22,1
641,G80V76K54S54J80T71,641,6,1
642,G80V76K54S55J80T71,642,34,1
643,G80V76K54S56J80T71,643,7,1
644,G80V76K54S57J80T71,644,25,1
645,G80V76K54T46V78M,645,11,1
646,G80V76K54T48J80T71,646,1,1
647,G80V76K54T49J80T71,647,26,1
648,G80V76K54T50J80T71,648,28,1
649,G80V76K54T51J80T71,649,23,1
650,G80V76K54T52J80T71,650,23,1
651,G80V76K54T53J80T71,651,21,1
652,G80V76K54T54J80T71,652,33,1
653,G80V76K54T55J80T71,653,32,1
654,G80V76K54T56J80T71,654,32,1
655,G80V76K54T57J80T71,655,22,1
656,G80V76K54U46V78M,656,35,1
657,G80V76K54U48J80T71,657,21,1
658,G80V76K54U49J80T71,658,30,1
659,G80V76K54U50J80T71,659,5,1
660,G80V76K55J80T71,660,3,1
661,G80V76K55L46V78M,661,21,1
662,G80V76K55M46V78M,662,15,1
663,G80V76K55N46V78M,663,5,1
664,G80V76K55O46V78M,664,14,1
